campaign,phase,source,shard_id,country,source_table,min_fonte_id,max_fonte_id,expected_rows,status,artifact_path,artifact_sha256,apply_run_id
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0006,us,vinhos_us_fontes,753133,878654,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0007,us,vinhos_us_fontes,878655,1004176,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0008,us,vinhos_us_fontes,1004177,1129698,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0009,us,vinhos_us_fontes,1129699,1255220,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0010,us,vinhos_us_fontes,1255221,1380742,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0011,us,vinhos_us_fontes,1380743,1506264,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0012,us,vinhos_us_fontes,1506265,1631786,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0013,us,vinhos_us_fontes,1631787,1757308,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0014,us,vinhos_us_fontes,1757309,1882830,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0015,us,vinhos_us_fontes,1882831,2008352,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0016,us,vinhos_us_fontes,2008353,2133874,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0017,us,vinhos_us_fontes,2133875,2259396,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0018,us,vinhos_us_fontes,2259397,2384918,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__us__0019,us,vinhos_us_fontes,2384919,2510428,47878,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__uy__0000,uy,vinhos_uy_fontes,1,48031,32097,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__uy__0001,uy,vinhos_uy_fontes,48032,96061,32096,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__za__0000,za,vinhos_za_fontes,1,57154,31353,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_global,tier2_global__za__0001,za,vinhos_za_fontes,57155,114308,31353,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_br,tier2_br__br__0000,br,vinhos_br_fontes,1,130075,47671,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_br,tier2_br__br__0001,br,vinhos_br_fontes,130076,260150,47671,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_br,tier2_br__br__0002,br,vinhos_br_fontes,260151,390225,47671,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_br,tier2_br__br__0003,br,vinhos_br_fontes,390226,520300,47671,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_br,tier2_br__br__0004,br,vinhos_br_fontes,520301,650375,47671,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,tier2_br,tier2_br__br__0005,br,vinhos_br_fontes,650376,780448,47666,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__ae__0000,ae,vinhos_ae_fontes,42078,42212,98,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__au__0000,au,vinhos_au_fontes,259011,259556,410,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__be__0000,be,vinhos_be_fontes,100187,100206,19,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__br__0000,br,vinhos_br_fontes,57107,758282,10184,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__de__0000,de,vinhos_de_fontes,225798,238494,106,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__fr__0000,fr,vinhos_fr_fontes,150924,150975,52,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__ie__0000,ie,vinhos_ie_fontes,153803,154233,335,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__it__0000,it,vinhos_it_fontes,287111,287175,65,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__jp__0000,jp,vinhos_jp_fontes,158299,262994,18929,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_local_legacy_backfill,amazon_local_legacy_backfill__us__0000,us,vinhos_us_fontes,2492077,2502650,420,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__ae__0000,ae,vinhos_ae_fontes,42213,42369,157,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__au__0000,au,vinhos_au_fontes,259557,259723,167,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__be__0000,be,vinhos_be_fontes,100207,100597,391,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__br__0000,br,vinhos_br_fontes,760184,780448,5603,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__ca__0000,ca,vinhos_ca_fontes,238492,238698,207,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__de__0000,de,vinhos_de_fontes,238495,257265,6930,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__es__0000,es,vinhos_es_fontes,211969,212198,203,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__fr__0000,fr,vinhos_fr_fontes,158145,159205,439,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__gb__0000,gb,vinhos_gb_fontes,297458,299193,945,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__ie__0000,ie,vinhos_ie_fontes,154234,156731,2498,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__it__0000,it,vinhos_it_fontes,289600,290757,505,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__jp__0000,jp,vinhos_jp_fontes,263689,269365,5658,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__mx__0000,mx,vinhos_mx_fontes,261804,264994,1813,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__nl__0000,nl,vinhos_nl_fontes,274582,279565,4305,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__pl__0000,pl,vinhos_pl_fontes,73971,74447,477,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__se__0000,se,vinhos_se_fontes,54691,55091,401,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__sg__0000,sg,vinhos_sg_fontes,105875,106083,209,PLANNED,,,
subida_vinhos_20260424,phase1_local_to_render,amazon_mirror_primary,amazon_mirror_primary__us__0000,us,vinhos_us_fontes,2504290,2510428,3306,PLANNED,,,
