clean_id,hash_dedup,render_ids,count,status,nome
1214,761709c6b91e4be3446dc8ba10243f05,,0,not_found,dominique laurent bourgogne le coulejoie
1215,c6818b315c9f222fe25342acfa933ab3,,0,not_found,dominique laurent beaune 1er cru vieilles vignes
1216,25ccf2881f0f8370a15070b51407f6d3,,0,not_found,markus huber tradition zweigelt
1225,4ac9405c83e11237bd330c95c23c07e0,,0,not_found,monte delle vigne malvasia frizzante dolce 2021
1227,54e2b8f8690ce52f66569163224a8a77,,0,not_found,planeta passito di noto 2018
1228,eb05435152075fa572207d3030e9b5f2,,0,not_found,planeta cerasuolo di vittoria 2020
1242,ffa851948dc7c925fca7f640a76a5f88,,0,not_found,gaja sperss barolo 2018 5l
1246,063efcedbaae369d5294d83c71bd49c9,,0,not_found,tenuta san guido sassicaia 2022
1249,7e8689d8abe12dc8fcdb9cd167e118f3,,0,not_found,markus huber gruner veltliner eiswein
1250,1cd4abd1a478ec891df5b021f0ea2ef9,,0,not_found,markus huber ried berg riesling
1252,f1fce461fa2cc0f2de5446acfd5f89c5,,0,not_found,markus huber ried berg gruner veltliner
1257,ae527cbb6aabbc81e2bd40f58e076e2f,,0,not_found,petit roy bourgogne de sousa rouge 2022
1258,c8039af83687a6d1b591a75a1a08810a,,0,not_found,gaja barbaresco 3l
1259,0f2b7d4ab2891e3ad6ee47f6a89f2ad7,,0,not_found,petit roy fleurie passion 2022
1261,4753f4610bf3ee712d1f2a0465724407,,0,not_found,e guigal hermitage rouge 2018
1268,9dc8388c48a023da46c481cb3da2425b,,0,not_found,markus huber ried alte setzen gruner veltliner
1271,a7f0d3c00fa3d777cdc16cada4dbe4cd,,0,not_found,gaja barbaresco 15l
1281,adcdc837a380bf31b4a4fbd26d711848,,0,not_found,masi amarone della valpolicella classic doc 250
1282,d3963ee42bb67a9834a9975bb7e88d93,,0,not_found,kim crawford pinot noir 2016
1283,15122417b89877fe39f0ac141408245f,,0,not_found,sarget de gruaud larose 2019
1350,961dcbb90ebc32464b366dd10e2fad07,,0,not_found,sous le vegetal hupnos 2022
1354,2398c56af28cd6670098600520cfc73b,,0,not_found,sous le vegetal semele 2022
1398,061119860b948e937b4773c402437ac0,,0,not_found,leviathan red blend 2019 2019
1400,8fa4bcc13c908eb9505454708b42e7aa,,0,not_found,90cp marc hebrart rose brut 1er cru nv
1425,04eee4804dfe8912824d3d9a00fd9afa,,0,not_found,cava 29oz wine
1426,4d202910cfcfe7db13635b3c3b85fcfb,,0,not_found,crft gruner veltliner
1449,ea3b571601421f110ed9f64fe56a4682,,0,not_found,montes alpha cabernet sauvignon year of the dragon special edition
1453,d3624c1ea9844a25ad75fae131d4be82,,0,not_found,masi costasera amarone classico 2018 2018
1456,18186dcb843ed213a5d5e5fba21914d7,,0,not_found,gros frere et soeur chardonnay
1463,72ddcf0490bc8b932391b983d44c55b1,,0,not_found,dolin blanc vermouth
1464,ded33ed72f1702df8665dbff65000b61,,0,not_found,dolin rouge vermouth
1527,65c2dccf14a7cac02057dc974c2fcdba,,0,not_found,diamond claret cabernet sauvignon 2020 2020
1532,5e4293d1736009a27e5d6d7137bab426,,0,not_found,joseph phelps insignia 2018 2018
1542,8dcd1b78e8b3ad0fbff1a7f396c4b042,,0,not_found,trinity hill homage syrah 2014
1543,1c1c079da7687cea820bd362a67a6804,,0,not_found,trinity hill gimblett gravels the gimblett 2016 the gimblett
1544,bfc38b92fb4ea6d9f338ee2c4b4958c7,,0,not_found,trinity hill gimblett gravels syrah 2016
1545,c96188f4fccc7295d53220b322fdb293,,0,not_found,trinity hill gimblett gravels chardonnay 2015
1549,b3e9d3ff932170219153aa4d77222b0a,,0,not_found,riedel sommeliers chablis chardonnay
1555,f35cc570652a867f2b99cdf20fadf940,,0,not_found,trinity hill 2016 hawkes bay sauvignon blanc
1568,16ddff349d178c42fbd173e0fb9c29ee,,0,not_found,aivalis family vineyards nemea
1572,34eed85d383e251edb53067db7b5a260,,0,not_found,tor beckstoffer to kalon caberent sauvignon
1583,d771be99e554cb94bd6eae948cd50f11,,0,not_found,charles krug
1584,5984267fa8acb1ca5d2ad75a6701e6c1,,0,not_found,catena
1598,754f8a97f72b44ae9d3ae816cb372f13,,0,not_found,capetta gala rosa
1601,deaa8d000488d33a572fa3f2428d0361,,0,not_found,tor vine hill ranch cabernet sauvignon
1604,39381243d2a73f59cc316b9819de2bcb,,0,not_found,jeanclaude boisset
1605,32deb93add076ab0e7fd901ebe5fb8af,,0,not_found,tor vaca ridge cabernet sauvignon
1612,7f1fa46da8047169654a442b3007340a,,0,not_found,tor oakville cabernet sauvignon
1615,4dc6d680c8f2589c3a2bef820881a75e,,0,not_found,barton guestier
1624,010b7995d984911e4d683ed68e327812,,0,not_found,7 deadly zins
1630,67e939399f8534d586ad642c5acc9c06,,0,not_found,tor hyde cuvee susan chardonnay
1689,a0c4bbed257be17d81d1355b4deb5c78,,0,not_found,rona swan champagne
1716,1dc3a0ee585bf0261599d8820511535d,,0,not_found,gaia rey bianco langhe 20212021
1718,4b7641c884a36c24d3b83b16d17f92ea,,0,not_found,oveja negra
1719,297f5f8e226d9a6788ece71a637ea045,,0,not_found,line 39
1722,3828faaf58cd947c0b040edc6182154e,,0,not_found,meiomi pinot noir
1723,7d17be3bc9d7d951d37f0e8f8d920454,,0,not_found,emmolo sauvignon blanc 2017 2017
1725,9dbc021e0b5ce482610a105aeb9fc592,,0,not_found,stags leap
1726,1827cbb4fbf1d10e7ac1fe0d2e3de0c8,,0,not_found,izadi seleccion rioja doca
1734,2405f850de2daf6cc2f4f99f7abfafaf,,0,not_found,bin 707
1739,6ec27553cdb92d7e3048c54ecc2d7cbb,,0,not_found,baron de ley
1748,59e355e493b95a8ce929c888fd027572,,0,not_found,yann alexandre sous les roses blanc de noir
1753,57b76a38742a4b5c0574c5452d45e070,,0,not_found,yann alexandre courmas blanc de blancs
1763,7e0180e30465d4cdeb1108cf9ce200f4,,0,not_found,sous le vegetal octave 2022
1811,5c0db8e6f708f35ee9f2350c7f65f521,,0,not_found,domaine geantetpansiot hautes cotes de nuits rouge
1821,c6bc01ed4adc71838fefe6443e9b0fd5,,0,not_found,burge family draycott reserve shiraz
1826,6353d230f772379117e558933ebd8794,,0,not_found,burge family draycott shiraz
1832,0d42e91c7f6ce09c07fc89e2b59d4db2,,0,not_found,burge family draycott cabernet sauvignon
1835,c39558810522d44e87d18ae0d7fc15c7,,0,not_found,burge family homestead shiraz
1885,c129f5bb857f0ebcfa4484165722e91d,,0,not_found,albert bichot beaujolais villages nouveau
1887,4248673fb5cad3796ff57dafd199cb69,,0,not_found,albert bichot beaujolais nouveau
1915,4b880db743d3ed35680c9ae84c7763e9,,0,not_found,nittardi belcanto chianti classico docg 2019
1921,9d96d74a47e87b298fd1c5fb1b54b405,,0,not_found,rodelia sauvignon doc
1929,960eae3e0856c54ef23ea63ee59ac27d,,0,not_found,feudi di san gregorio cutizzi greco di tufo docg riserva
1930,a8bd1829b7df6c7752af4013007fe7d5,,0,not_found,feudi di san gregorio taurasi docg
1933,12c16886772f8637b12662660a50dfcd,,0,not_found,chateau bouscasse brumaire doux 2009
1938,231aa402af081a91e703c50230105cb1,,0,not_found,feudi di san gregorio fiano di avellino docg
1939,71ee088e14d15d1504e1d6093a9eaf27,,0,not_found,feudi di san gregorio greco di tufo docg
1985,3d40f12819ab04585c399bd92fa69871,,0,not_found,domaine philippe leclerc gevrey chambertin 1er cru combe aux moines
1986,27d848413bd0e49d87e5a986a52bc844,,0,not_found,domaine philippe leclerc gevreychambertin 1er cru les cazetiers
1990,81b6d1343dce571fbfcccfacc581ca42,,0,not_found,taittinger brut reserve champagne gift
1993,bc90bd4c0eb09e40d3121d035ded61be,,0,not_found,louis roederer vintage champagne 2015 2015
1997,aa183c4495a9acf3733e48d47dd6fcdc,,0,not_found,moet chandon imperial brut gift
2007,b216ea4699fe34bc8b69b8a02be563e9,,0,not_found,champagne delamotte blanc de blancs nv
2008,0ff9ce77d1b2a9f2db6edf9102a41cd9,,0,not_found,louis roederer cristal millesime brut 2009 2009
2009,54624dae9005d7571ffbfee414c1fceb,,0,not_found,louis roederer cristal millesime brut 2008 2008
2010,c5eea87b3519751d35fd3d96bad229b1,,0,not_found,louis roederer cristal millesime brut 2013 with box 2013
2011,8ceb5abbda65f2b18410c1edaba15a74,,0,not_found,charles heidsieck brut reserve
2012,299a309f448d84ee6c9905c65a2b1446,,0,not_found,charles heidsieck blanc de blancs
2013,86873e9868e7ee6545098c2f085df9cf,,0,not_found,champagne armand de brignac ace of spades brut gold
2015,2e14f09b37d70158642b21dcded730cc,,0,not_found,bollinger special cuvee rose nv nv
2016,2d34949235d64c3c7ee91edaaae7a533,,0,not_found,bollinger special cuvee nv nv
2017,4a55c40feb518a84506a14bf67222c80,,0,not_found,bollinger la grande annee rose 14 2014
2018,9da8643fb9e1dad966a13a1f3fabe275,,0,not_found,bollinger la grande annee 14 2014
2019,a98f0d11b43eb070a2d3758cd7e0a4fa,,0,not_found,bollinger james bond 007 limited edition 2011 007 2011
2037,8146ab585b9e369c3bdf7b112d3f8236,,0,not_found,villa wolf chardonnay
2038,b86d521122883bf8afc0505116874974,,0,not_found,takeda winery sans soufre blanc
2039,2ff657f3c4276fddd40f81694b10f1e7,,0,not_found,takeda winery sans soufre rose
2040,65de9a28ffa75d245e044d8f76909a84,,0,not_found,willow sauvignon blanc
2041,5a30420052dfb6e9f30fa093fc111d29,,0,not_found,tiraki marlborough pinot noir
2042,d3d738119b7104a3961d2506f8e0ce90,,0,not_found,tiraki marlborough chardonnay
