y2_id,clean_id,canonical_wine_id,match_score,prod_banco,vivino_produtor,vinho_banco,vivino_nome
395580,303836,72108,1.3,jean foillard,jean foillard,fleurie,fleurie
401776,311149,203879,1.3,joseph drouhin,joseph drouhin,musigny grand cru,musigny grand cru
401805,311334,97154,1.3,delas,delas,crozeshermitage domaine des grands chemins,domaine des grands chemins crozeshermitage
401801,311330,1521015,1.3,faiveley,faiveley,nuitssaintgeorges les montroziers,nuitssaintgeorges les montroziers
402938,312667,42726,1.3,chateau marsac seguineau,chateau marsac seguineau,margaux,margaux
400600,308984,1512264,1.3,domaine tempier,domaine tempier,lulu lucien bandol,lulu lucien bandol
337525,241273,109424,1.3,h blin,h blin,champagne brut rose,brut rose champagne
396017,304784,28163,1.3,domaine g roumier,domaine g roumier,chambollemusigny 1er cru les cras,chambollemusigny 1er cru les cras
401120,310437,1211714,1.3,chandon de briailles,chandon de briailles,savignylesbeaune les saucours,savignylesbeaune les saucours
337263,241057,661773,1.3,jm seleque,jm seleque,champagne brut rose solessence,solessence brut rose champagne
401931,310790,28845,1.3,chateau siran,chateau siran,margaux,margaux
351417,256166,6018,1.3,paul jaboulet aine,paul jaboulet aine,domaine de thalabert crozeshermitage,crozeshermitage domaine de thalabert
401872,311678,842236,1.3,domaine berthautgerbet,domaine berthautgerbet,vosneromanee premier cru les suchots,vosneromanee premier cru les suchots
401952,311450,25740,1.3,domaine duroche,domaine duroche,gevreychambertin les jeunes rois,gevreychambertin les jeunes rois
401764,311133,316605,1.3,domaine cecile tremblay,domaine cecile tremblay,moreysaintdenis tres girard,moreysaintdenis tres girard
401967,311574,20751,1.3,domaine ponsot,domaine ponsot,chapellechambertin grand cru,chapellechambertin grand cru
185662,106402,89861,1.3,domaine denis bachelet,domaine denis bachelet,gevreychambertin les corbeaux vieilles vignes 1er cru,vieilles vignes gevreychambertin 1er cru les corbeaux
402014,311539,687351,1.3,charles van canneyt,charles van canneyt,chambertin grand cru,chambertin grand cru
400624,309576,114450,1.3,domaine comte georges de vogue,domaine comte georges de vogue,chambollemusigny premier cru,chambollemusigny premier cru
347774,252157,32866,1.3,chateau levangile,chateau levangile,pomerol,pomerol
413834,324612,68281,1.3,matassa,matassa,rouge,rouge
401114,310431,568820,1.3,domaine heresztynmazzini,domaine heresztynmazzini,chambollemusigny,chambollemusigny
400818,309769,1025495,1.3,buissoncharles,buissoncharles,corton grand cru le clos du roi,corton clos du roi grand cru
402066,311693,251826,1.3,domaine du salvard,domaine du salvard,cheverny rouge,cheverny rouge
402126,311760,1463639,1.3,buissoncharles,buissoncharles,volnay premier cru fremiets,volnay fremiets premier cru
402136,311771,113719,1.3,buissoncharles,buissoncharles,volnay premier cru santenots,volnay premier cru santenots
402180,309959,740196,1.3,chateau fombrauge,chateau fombrauge,grand cru classe saintemilion grand cru,saintemilion grand cru grand cru classe
402200,311734,38572,1.3,hubert lignier,hubert lignier,clos de la roche grand cru,clos de la roche grand cru
402261,311873,24412,1.3,domaine bruno clair,domaine bruno clair,bonnes mares grand cru,bonnes mares grand cru
394573,303521,1302368,1.3,domaine de vernus,domaine de vernus,regnie,regnie
402323,311943,26868,1.3,chateau quinault lenclos,chateau quinault lenclos,grand cru classe saintemilion grand cru,saintemilion grand cru grand cru classe
401364,310617,1317069,1.3,jeanmarc millot,jeanmarc millot,echezeaux grand cru echezeaux du dessus cuvee 1949,echezeaux du dessus grand cru cuvee 1949
393959,302625,89364,1.3,domaine du salvard,domaine du salvard,unique pinot noir,unique pinot noir
394025,302899,28128,1.3,domaine leroy,domaine leroy,clos de vougeot grand cru,clos de vougeot grand cru
338607,242005,267892,1.3,bollinger,bollinger,champagne brut rose la grande annee,la grande annee rose brut champagne
395331,304348,469718,1.3,thibaud boudignon,thibaud boudignon,rose de loire,rose de loire
402346,311324,86618,1.3,jean foillard,jean foillard,morgon,morgon
402397,311182,29323,1.3,jeanmarc millot,jeanmarc millot,vosneromanee,vosneromanee
402394,311178,284188,1.3,joseph drouhin,joseph drouhin,vosneromanee premier cru les petits monts,vosneromanee premier cru petits monts
394270,303048,1271648,1.3,hudelotbaillet,hudelotbaillet,chambollemusigny 1er cru les borniques,chambollemusigny 1er cru les borniques
402421,311918,96388,1.3,domaine de la vougeraie,domaine de la vougeraie,clos de vougeot grand cru,clos de vougeot grand cru
401259,310820,42228,1.3,chateau rol valentin,chateau rol valentin,saintemilion grand cru,saintemilion grand cru
341807,245686,31779,1.3,chateau desclans,chateau desclans,whispering angel rose,whispering angel rose
394387,303025,25740,1.3,domaine duroche,domaine duroche,gevreychambertin jeunes rois,gevreychambertin les jeunes rois
401180,310548,32866,1.3,chateau levangile,chateau levangile,pomerol,pomerol
394690,303658,304241,1.3,jeanclaude lapalu,jeanclaude lapalu,brouilly cuvee des fous,cuvee des fous brouilly
401630,311042,28895,1.3,chateau fonroque,chateau fonroque,saintemilion grand cru classe,saintemilion grand cru grand cru classe
401610,311005,394457,1.3,joseph drouhin,joseph drouhin,mazischambertin grand cru,mazischambertin grand cru
401740,310364,164443,1.3,domaine taupenotmerme,domaine taupenotmerme,corton grand cru le rognet et corton,corton rognet grand cru
402644,311710,58274,1.3,clos plince,clos plince,pomerol,pomerol
402640,312489,49466,1.3,chateau cheval blanc,chateau cheval blanc,premier grand cru classe a saintemilion grand cru,saintemilion grand cru premier grand cru classe
402653,311720,58274,1.3,clos plince,clos plince,pomerol,pomerol
402659,311726,1704578,1.3,vincent paindavoine,vincent paindavoine,gevreychambertin les crais,gevreychambertin les crais
401730,310353,28544,1.3,domaine deugenie,domaine deugenie,vosneromanee premier cru aux brulees,vosneromanee premier cru aux brulees
394976,304081,1421979,1.3,domaine du pelican,domaine du pelican,arbois clos saintlaurent pinot noir,arbois clos saintlaurent pinot noir
402667,312603,216881,1.3,domaine comte georges de vogue,domaine comte georges de vogue,chambollemusigny premier cru les amoureuses,chambollemusigny premier cru les amoureuses
403239,311062,29079,1.3,mongeardmugneret,mongeardmugneret,chambollemusigny,chambollemusigny
185766,107046,6062,1.3,chappellet,chappellet,merlot,merlot
341374,245257,90093,1.3,chateau rocherbonregard,chateau rocherbonregard,pomerol,pomerol
401727,310348,1287498,1.3,gilbert et christine felettig,gilbert et christine felettig,corton grand cru les grandes lolieres,corton grand cru les grandes lolieres
401729,310351,733114,1.3,domaine berthautgerbet,domaine berthautgerbet,vosneromanee premier cru les petits monts,vosneromanee premier cru les petits monts
350499,254991,376517,1.3,francois mikulski,francois mikulski,bourgogne pinot noir,pinot noir bourgogne
290677,190716,164589,1.3,la grange aux belles,la grange aux belles,la chaussee rouge,la chaussee rouge
291557,190588,935949,1.3,alex foillard,alex foillard,brouilly,brouilly
349677,252815,1732642,1.3,fat bastard,fat bastard,cabernet sauvignon,cabernet sauvignon
335631,239109,61278,1.3,chandon de briailles,chandon de briailles,pernandvergelesses 1er cru les vergelesses,les vergelesses pernandvergelesses 1er cru
352282,257037,20755,1.3,domaine ponsot,domaine ponsot,clos de la roche grand cru cuvee vieilles vignes,clos de la roche grand cru cuvee vieilles vignes
393809,302686,92068,1.3,michel magnien,michel magnien,vosneromanee vieilles vignes,vieilles vignes vosneromanee
347765,252147,61890,1.3,chateau clinet,chateau clinet,ronan by clinet bordeaux,ronan by clinet bordeaux
401771,311142,12740,1.3,joseph drouhin,joseph drouhin,griottechambertin grand cru,griottechambertin grand cru
342238,246516,6064,1.3,la vieille ferme,la vieille ferme,rose,rose
401773,311145,13834,1.3,faiveley,faiveley,gevreychambertin 1er cru les cazetiers,gevreychambertin 1er cru les cazetiers
401772,311144,110370,1.3,jeanmarc millot,jeanmarc millot,clos de vougeot grand cru grand maupertui,clos de vougeot grand cru grand maupertui
349870,254258,1368262,1.3,barton guestier,barton guestier,bistro cabernet sauvignon,bistro cabernet sauvignon
350194,254677,18042,1.3,domaine taupenotmerme,domaine taupenotmerme,clos des lambrays grand cru,clos des lambrays grand cru
395768,304878,173722,1.3,domaine rostaing,domaine rostaing,coterotie ampodium,coterotie ampodium
395815,304802,373693,1.3,antoine lienhardt,antoine lienhardt,cote de nuitsvillages les essards,cote de nuitsvillages les essards
290944,190962,649638,1.3,la grange aux belles,la grange aux belles,coup de boule,coup de boule
344653,248807,652879,1.3,domaine deugenie,domaine deugenie,vosneromanee clos deugenie,vosneromanee clos deugenie
291824,191305,1094070,1.3,alex foillard,alex foillard,beaujolaisvillages,beaujolaisvillages
337187,240979,49184,1.3,ruinart,ruinart,champagne brut rose,brut rose champagne
291930,191989,914153,1.3,bruno duchene,bruno duchene,odin rouge,odin rouge
396016,304783,567823,1.3,domaine g roumier,domaine g roumier,chambollemusigny 1er cru les combottes,chambollemusigny 1er cru les combottes
337114,240483,343419,1.3,clos de la roilette,clos de la roilette,fleurie cuvee tardive,cuvee tardive fleurie
350654,255254,1243349,1.3,ma terre,ma terre,rose,rose
290705,190197,1475610,1.3,domaine guion,domaine guion,candide bourgueil,candide bourgueil
303734,204083,1484826,1.3,jp chenet,jp chenet,cabernet syrah,cabernet syrah
351303,251605,681978,1.3,domaine blain soeur frere,domaine blain soeur frere,cote de brouilly les jumeaux,les jumeaux cote de brouilly
337261,241055,680441,1.3,laherte freres,laherte freres,champagne extra brut rose rose de meunier,rose de meunier extra brut champagne
186025,111820,231700,1.3,alfredo roca,alfredo roca,te amo,te amo
350941,255368,14903,1.3,clarendelle,clarendelle,bordeaux rose,bordeaux rose
351216,255891,4256,1.3,e guigal,e guigal,coterotie brune blonde de guigal,coterotie brune blonde de guigal
401869,311675,785222,1.3,domaine tawse,domaine tawse,mazoyereschambertin grand cru,mazoyereschambertin grand cru
352970,257911,1294762,1.3,chauvet freres,chauvet freres,coteaux bourguignons,coteaux bourguignons
337533,240918,1164185,1.3,bonnaire,bonnaire,champagne rose assemblage brut,assemblage rose brut champagne
352730,257651,377555,1.3,shatter,shatter,grenache,grenache
348605,253074,246947,1.3,victor berard,victor berard,brouilly,brouilly
352762,257730,6064,1.3,la vieille ferme,la vieille ferme,rose,rose
401953,311451,687354,1.3,charles van canneyt,charles van canneyt,charmeschambertin grand cru,charmeschambertin grand cru
305256,206255,1727736,1.3,jacques depagneux,jacques depagneux,beaujolais,beaujolais
337587,240876,63548,1.3,ruinart,ruinart,champagne brut dom ruinart rose,dom ruinart rose brut champagne
354077,258836,1288137,1.3,edouard delaunay,edouard delaunay,beaune 1er cru les epenotes,beaune 1er cru les epenotes
186034,111829,22129,1.3,tilia,tilia,malbec,malbec
355425,260440,445713,1.3,chateau de santenay,chateau de santenay,clos de vougeot grand cru,clos de vougeot grand cru
353803,258549,12710,1.3,joseph drouhin,joseph drouhin,clos des mouches beaune 1er cru,beaune 1er cru clos des mouches
291002,190385,607829,1.3,matassa,matassa,coume de lolla rouge,coume de lolla rouge
342032,243612,43288,1.3,domaine anne gros,domaine anne gros,bourgogne pinot noir,bourgogne pinot noir
402003,311526,838768,1.3,maison roche de bellene,maison roche de bellene,romaneesaintvivant grand cru,romaneesaintvivant grand cru
400628,309582,1557225,1.3,domaine henri gouges,domaine henri gouges,nuitssaintgeorges clos fontaine de la jacquinot,clos fontaine jacquinot nuitssaintgeorges
348138,252606,284253,1.3,pasquiers,pasquiers,grenache cinsault rose,grenache cinsault rose
185674,109613,1441295,1.3,xavier gerard,xavier gerard,coterotie le mollard,coterotie le mollard
348083,252566,705491,1.3,marrenon,marrenon,les grains rose de merlot,les grains merlot rose
400639,305427,453318,1.3,domaine julien,domaine julien,echezeaux grand cru,echezeaux grand cru
400800,309603,1622954,1.3,bastian wolber,bastian wolber,laisse tomber volnay,laisse tomber volnay
356304,261322,29416,1.3,chateau de saint cosme,chateau de saint cosme,gigondas le claux,gigondas le claux
400679,309719,1359746,1.3,buissoncharles,buissoncharles,volnay premier cru champans,volnay champans premier cru
356162,261236,89017,1.3,chateau cailloux de by,chateau cailloux de by,medoc,medoc
400926,310278,207522,1.3,chateau carbonnieux,chateau carbonnieux,pessacleognan,pessacleognan
402133,311768,1718332,1.3,buissoncharles,buissoncharles,moreysaintdenis premier cru clos sorbe,moreysaintdenis premier cru le clos sorbe
357071,262063,313871,1.3,perrierjouet,perrierjouet,champagne brut rose blason rose,blason rose brut champagne
356558,261404,14912,1.3,domaine drouhinlaroze,domaine drouhinlaroze,chambollemusigny,chambollemusigny
338212,240422,1623082,1.3,chateau de manissy,chateau de manissy,tavel clos belle etoile,clos belle etoile tavel
400914,310264,32573,1.3,chateau le crock,chateau le crock,saintestephe,saintestephe
356986,262015,57445,1.3,chateau du retout,chateau du retout,hautmedoc,hautmedoc
402206,311742,512231,1.3,chateau mouton rothschild,chateau mouton rothschild,le petit mouton de mouton rothschild pauillac,le petit mouton de mouton rothschild pauillac
339414,243216,1218464,1.3,maison no 9,maison no 9,rose,rose
338535,241015,906768,1.3,francis boulard,francis boulard,champagne rose extra brut les rachais,les rachais extra brut rose champagne
290717,190209,745724,1.3,clos du tueboeuf,clos du tueboeuf,pineau daunis,pineau daunis
394084,302817,803428,1.3,ultimate provence,ultimate provence,24 rose,up rose
393810,302687,774870,1.3,michel magnien,michel magnien,gevreychambertin seuvrees,gevreychambertin seuvrees
349610,254218,663572,1.3,domaines ott,domaines ott,byott rose,byott rose
393941,302518,620359,1.3,brusset,brusset,rasteau bastide,la bastide rasteau
393923,300335,42346,1.3,ogier,ogier,cotes du rhone,cotes du rhone
338620,242018,1582131,1.3,h lanvin fils,h lanvin fils,champagne brut rose,brut rose champagne
338829,242637,1464916,1.3,chateau le raz,chateau le raz,lentrecoeur,lentrecoeur
309825,210518,52415,1.3,chateau de laumerade,chateau de laumerade,cotes de provence rose,cotes de provence rose
290537,190451,1477543,1.3,closeries des moussis,closeries des moussis,luquet hautmedoc,luquet hautmedoc
342215,246116,537799,1.3,joseph drouhin,joseph drouhin,volnay premier cru taille pieds,volnay premier cru taille pieds
338638,242467,152430,1.3,chateau maucoil,chateau maucoil,privilege chateauneufdupape,privilege chateauneufdupape
402341,311319,39719,1.3,chateau lestage simon,chateau lestage simon,hautmedoc,hautmedoc
402343,311321,19673,1.3,domaine henri gouges,domaine henri gouges,nuitssaintgeorges,nuitssaintgeorges
401354,310582,31019,1.3,domaine vacheron,domaine vacheron,sancerre rouge,sancerre rouge
394566,303514,63850,1.3,hudelotbaillet,hudelotbaillet,chambollemusigny vv,chambollemusigny
402391,310416,1300389,1.3,pernot pere fils,pernot pere fils,gevreychambertin les jeunes rois,gevreychambertin les jeunes rois
394120,302978,37922,1.3,chateau bolaire,chateau bolaire,bordeaux superieur,bordeaux superieur
185680,109619,387457,1.3,eric texier,eric texier,adele,adele
339096,242985,41451,1.3,louis jadot,louis jadot,nuitssaintgeorges les boudots,nuitssaintgeorges les boudots
402398,311183,498336,1.3,rene bouvier,rene bouvier,charmeschambertin grand cru,charmeschambertin grand cru
402405,311198,182721,1.3,robert groffier,robert groffier,gevreychambertin les seuvrees,les seuvrees gevreychambertin
339197,243069,5112,1.3,chateau palmer,chateau palmer,grand vin de chateau palmer grand cru classe,grand vin de chateau palmer grand cru classe
339180,243032,34096,1.3,chateau leoville poyferre,chateau leoville poyferre,saintjulien grand cru classe,saintjulien grand cru classe
339195,243067,70811,1.3,chateau palmer,chateau palmer,alter ego de chateau palmer,alter ego de chateau palmer
339192,243044,20408,1.3,jp chenet,jp chenet,original cabernet syrah,original cabernet syrah
339218,243091,1587,1.3,louis jadot,louis jadot,savignylesbeaune 1er cru la dominode,savignylesbeaune 1er cru la dominode
294131,193567,1217633,1.3,daniel bouland,daniel bouland,morgon pre jourdan,pre jourdan morgon
394420,302998,75944,1.3,franck balthazar,franck balthazar,cornas chaillot,cornas chaillot
339365,243249,284253,1.3,pasquiers,pasquiers,grenache cinsault rose,grenache cinsault rose
294194,193879,31746,1.3,mas de gourgonnier,mas de gourgonnier,les baux de provence rouge,les baux de provence rouge
339530,243190,628431,1.3,justin girardin,justin girardin,bourgogne pinot noir,bourgogne pinot noir
339430,243232,1358116,1.3,pink poodle,pink poodle,crisp rose,crisp rose
401389,310725,1147150,1.3,chateau montredon,chateau montredon,chateauneufdupape le plateau,le plateau chateauneufdupape
401496,309667,25939,1.3,chateau clinet,chateau clinet,pomerol,pomerol
401493,309664,43289,1.3,domaine anne gros,domaine anne gros,chambollemusigny la combe dorveau,chambollemusigny la combe dorveau
401512,310836,42228,1.3,chateau rol valentin,chateau rol valentin,saintemilion grand cru,saintemilion grand cru
339719,243819,19800,1.3,domaine tempier,domaine tempier,bandol rose,bandol rose
402635,312484,58340,1.3,chateau le gay,chateau le gay,pomerol,pomerol
401638,311051,13719,1.3,clos fourtet,clos fourtet,saintemilion premier grand cru classe b,saintemilion grand cru premier grand cru classe
394691,303659,897641,1.3,domaine genotboulanger,domaine genotboulanger,volnay,volnay
311610,213332,32554,1.3,chateau vieux chevrol,chateau vieux chevrol,lalandedepomerol,lalandedepomerol
402647,311713,1538937,1.3,buissoncharles,buissoncharles,moreysaintdenis premier cru les louves,moreysaintdenis premier cru les louves
394729,303678,30744,1.3,thierry allemand,thierry allemand,cornas chaillot,cornas les chaillot
311719,213487,570064,1.3,domaine charvin,domaine charvin,cotes du rhone le poutet,cotes du rhone le poutet
402657,311724,19673,1.3,domaine henri gouges,domaine henri gouges,nuitssaintgeorges,nuitssaintgeorges
291541,189928,761849,1.3,michel gahier,michel gahier,la vigne du louis arbois trousseau,la vigne du louis arbois trousseau
349031,253445,140240,1.3,louis jadot,louis jadot,clos de vougeot grand cru,clos vougeot grand cru
349211,253674,164796,1.3,rene bouvier,rene bouvier,fixin crais de chene,fixin crais de chene
340702,244593,1140134,1.3,bret brothers,bret brothers,julienas la bottiere,julienas la bottiere
395290,303777,1200784,1.3,domaine marie berenice,domaine marie berenice,bandol rouge,bandol rouge
341148,245181,67844,1.3,chateau les clauzots,chateau les clauzots,graves,graves
402818,312733,638254,1.3,jeanclaude ramonet,jeanclaude ramonet,chassagnemontrachet rouge,chassagnemontrachet rouge
186085,112007,777615,1.3,albaflor,albaflor,cabernet sauvignon,cabernet sauvignon
295095,195082,66459,1.3,domaine du gour de chaule,domaine du gour de chaule,gigondas cuvee tradition,cuvee tradition gigondas
291554,190585,1555119,1.3,domaine olga raffault,domaine olga raffault,chinon la fraich,la fraich chinon
341288,245245,1594827,1.3,rebourgeonmure,rebourgeonmure,beaune,beaune
312404,210329,273200,1.3,robert giraud,robert giraud,saintemilion la collection,saintemilion la collection
312447,213008,70067,1.3,chateau les barraillots,chateau les barraillots,margaux,margaux
291555,190586,856527,1.3,alex foillard,alex foillard,cote de brouilly,cote de brouilly
290817,190160,1649932,1.3,vindiou,vindiou,les grands champs saintjoseph,les grands champs saintjoseph
394990,303993,69350,1.3,chateau henri bonnaud,chateau henri bonnaud,palette rouge,palette rouge
291556,190587,856527,1.3,alex foillard,alex foillard,cote de brouilly,cote de brouilly
313178,215036,912642,1.3,maison les alexandrins,maison les alexandrins,saintjoseph,saintjoseph
313456,212647,480544,1.3,chateau de poncie,chateau de poncie,fleurie le pre roi,le pre roi fleurie
313604,215330,24471,1.3,auguste clape,auguste clape,cornas,cornas
313804,214519,1441295,1.3,xavier gerard,xavier gerard,coterotie mollard,coterotie le mollard
313811,214526,1484535,1.3,domaine de panisse,domaine de panisse,chateauneufdupape le mas,le mas chateauneufdupape
313814,214529,132973,1.3,jeanpierre moueix,jeanpierre moueix,medoc,medoc
335440,238927,110067,1.3,domaine chanson,domaine chanson,beaune clos du roi premier cru,beaune premier cru clos du roi
297524,197779,38978,1.3,chateau giscours,chateau giscours,la sirene de giscours margaux,la sirene de giscours margaux
185047,109611,117954,1.3,xavier gerard,xavier gerard,coterotie,coterotie
349666,252803,281194,1.3,chateau de courteillac,chateau de courteillac,bordeaux,bordeaux
314602,215518,155892,1.3,dominique lafon,dominique lafon,volnay,volnay
314603,215519,1466991,1.3,le mal du bec,le mal du bec,syrah,syrah
342046,243626,663572,1.3,domaines ott,domaines ott,byott rose,byott rose
297577,195528,45295,1.3,domaine gauby,domaine gauby,les calcinaires rouge,calcinaires rouge
314678,216354,918312,1.3,domaine de la mongestine,domaine de la mongestine,bob singlar,bob singlar
297581,195532,324356,1.3,le bout du monde,le bout du monde,tamtam,tamtam
395831,304901,200711,1.3,domaine g roumier,domaine g roumier,bonnesmares grand cru,bonnesmares grand cru
315080,216838,1698648,1.3,billecartsalmon,billecartsalmon,champagne le rose,le rose champagne
290397,190316,753263,1.3,la folle berthe,la folle berthe,grande berthe saumur puy notredame,grande berthe saumur puy notredame
315721,217695,176581,1.3,domaine drouhin,domaine drouhin,pinot noir,pinot noir
395699,303340,546987,1.3,chateau cheval blanc,chateau cheval blanc,saintemilion,saintemilion
185949,110185,1632000,1.3,domaine gros frere et soeur,domaine gros frere et soeur,vosneromanee clos de la fontaine ac,clos de la fontaine vosneromanee
