render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1740977,import_nome,1,import,1385117,Grenache,Filature,,Tinto,0.2167,0.0,0
1740977,import_nome,2,import,1533410,Grenache - Syrah,Times Ten,,Tinto,0.2167,0.0,0
1740977,import_nome,3,import,1987635,Grenache - Sauvignon,Les Terrasses,,Branco,0.2167,0.0,0
1740977,import_produtor,1,import,2558503,Cabernet Sauvignon,Three Rivers,,Tinto,0.3667,0.0,0
1740977,import_produtor,2,import,5059744,Cabernet Sauvignon,Rivers-Marie,,Tinto,0.3667,0.0,0
1740977,import_produtor,3,import,6155370,Cabernet Sauvignon,Five Rivers,,Tinto,0.3667,0.0,0
1740971,render_nome_produtor,1,render,60653,reserva limitada malbec cabernet,mi terruno,,tinto,0.325,0.0,0
1740971,render_nome_produtor,2,render,68945,reserva malbec,mi terruno,,tinto,0.325,0.0,0
1740971,render_nome_produtor,3,render,92044,uvas torrontes,mi terruno,,branco,0.325,0.0,0
1740971,render_nome,1,render,1068210,uvas de mi terruno red blend,mi terruno,,tinto,0.325,0.1625,0
1740971,render_nome,2,render,10060,malbec lunlunta terruno,enrique foster,,tinto,0.1625,0.1625,0
1740971,render_nome,3,render,18695,altitud chardonnay,andeluna,,branco,0.1625,0.1625,0
1740971,render_produtor,1,render,60653,reserva limitada malbec cabernet,mi terruno,,tinto,0.325,0.0,0
1740971,render_produtor,2,render,68945,reserva malbec,mi terruno,,tinto,0.325,0.0,0
1740971,render_produtor,3,render,92044,uvas torrontes,mi terruno,,branco,0.325,0.0,0
1740971,import_nome,1,import,3783301,High Altitude Private Collection Shiraz,Dal Broi,,Tinto,0.0,0.0,0
1740971,import_nome,2,import,7312185,Altitude 450 Parcelles Les Quieuches Ventoux,Mont Ventoux,,Rosé,0.0,0.0,0
1740971,import_nome,3,import,12040299,Altitude 300 Saint-Joseph,Domaine des Amphores,,Branco,0.0,0.0,0
1740981,render_nome_produtor,1,render,58197,tinto,son puig,,tinto,0.2167,0.0,0
1740981,render_nome_produtor,2,render,65950,tinto,sexy,,tinto,0.2167,0.0,0
1740981,render_nome_produtor,3,render,69687,tinto,solar de serrade,,tinto,0.2167,0.0,0
1740981,render_nome,1,render,9296,tinto,quinta do vallado,,tinto,0.2167,0.0,0
1740981,render_nome,2,render,16049,tinto,mateus,,tinto,0.2167,0.0,0
1740981,render_nome,3,render,16335,tinto,leziria,,tinto,0.2167,0.0,0
1740981,render_produtor,1,render,126825,bairrada vinho tinto red,solao,,tinto,0.2167,0.0,0
1740981,render_produtor,2,render,126826,bairrada tinto,solao,,tinto,0.2167,0.0,0
1740981,render_produtor,3,render,421385,tinto,solar,,tinto,0.2167,0.0,0
1740990,render_nome_produtor,1,render,13449,bin 2000 shiraz,mcguigan,,tinto,0.325,0.0,0
1740990,render_nome_produtor,2,render,139803,muntada cotes du roussillon villages,domaine gauby,,tinto,0.325,0.0,0
1740990,render_nome_produtor,3,render,287990,cuvee de lan 2000 medoc,dulong,,tinto,0.325,0.0,0
1740990,render_nome,1,render,13449,bin 2000 shiraz,mcguigan,,tinto,0.325,0.0,0
1740990,render_nome,2,render,114397,collection 2000,domaine preignes le vieux maison robert vic,,tinto,0.325,0.0,0
1740990,render_nome,3,render,139803,muntada cotes du roussillon villages,domaine gauby,,tinto,0.325,0.0,0
1740990,render_produtor,1,render,73077,crianza,muntra,,tinto,0.0,0.0,0
1740990,render_produtor,2,render,182524,reserva,muntra,,tinto,0.0,0.0,0
1740990,render_produtor,3,render,185765,almoroig,la muntanya,,tinto,0.0,0.0,0
1740983,render_nome_produtor,1,render,745,solare toscana,capannelle,,tinto,0.13,0.0,0
1740983,render_nome_produtor,2,render,1090,fonte al sole toscana,ruffino,,tinto,0.13,0.0,0
1740983,render_nome_produtor,3,render,19054,lagone toscana,aia vecchia,,tinto,0.13,0.0,0
1740983,render_nome,1,render,745,solare toscana,capannelle,,tinto,0.13,0.0,0
1740983,render_nome,2,render,1090,fonte al sole toscana,ruffino,,tinto,0.13,0.0,0
1740983,render_nome,3,render,8410,pulleraia toscana,geografico,,tinto,0.13,0.0,0
1740983,render_produtor,1,render,209719,valdichiana toscana rosso,solare,,tinto,0.13,0.0,0
1740983,render_produtor,2,render,242380,toscana rosso radicondoli,solaio,,tinto,0.13,0.0,0
1740983,render_produtor,3,render,1312480,toscana,simolaia,,tinto,0.13,0.0,0
1740983,import_nome,1,import,1755065,I Merli Toscana Merlot,Giuliano Tiberi,,Tinto,0.13,0.0,0
1740983,import_nome,2,import,1783532,Monna Claudia Toscana,Fattoria di Rodano,,Tinto,0.13,0.0,0
1740983,import_nome,3,import,1944550,Toscana Sangiovese,Le Chiantigiane,,Tinto,0.13,0.0,0
1740978,render_nome_produtor,1,render,1320003,kloch gewurztraminer tba,klocher traminer,,Sobremesa,0.325,0.1625,0
1740978,render_nome_produtor,2,render,14454,traminer,tuzko,,branco,0.1625,0.1625,0
1740978,render_nome_produtor,3,render,25829,traminer,mosby,,branco,0.1625,0.1625,0
1740978,render_nome,1,render,12510,traminer,cantina de pra,,branco,0.1625,0.0,0
1740978,render_nome,2,render,14454,traminer,tuzko,,branco,0.1625,0.0,0
1740978,render_nome,3,render,25829,traminer,mosby,,branco,0.1625,0.0,0
1740978,render_produtor,1,render,96706,metzuda dry red,tzuba,,tinto,0.0,0.0,0
1740978,render_produtor,2,render,121491,pinot noir dry red,tzuba,,tinto,0.0,0.0,0
1740978,render_produtor,3,render,126039,claret dry,tamba,,tinto,0.0,0.0,0
1740978,import_nome,1,import,2704214,Traminer Beerenauslese,Schloss Halbturn,,Sobremesa,0.1625,0.0,0
1740978,import_nome,2,import,8659938,Traminer Aromatico,Kurtin,,Branco,0.1625,0.0,0
1740978,import_nome,3,import,9655524,Трамінер (Traminer),Дрюківські Вина,,Branco,0.1625,0.0,0
1740985,render_nome_produtor,1,render,101420,colares chitas tinto,antonio bernardino paulo da silva,,tinto,0.4875,0.1625,0
1740985,render_nome_produtor,2,render,136392,chao rijo tinto,adega regional de colares,,tinto,0.325,0.1625,0
1740985,render_nome_produtor,3,render,147761,arenae tinto,adega regional de colares,,tinto,0.325,0.1625,0
1740985,render_nome,1,render,101420,colares chitas tinto,antonio bernardino paulo da silva,,tinto,0.4875,0.1625,0
1740985,render_nome,2,render,197040,colares chitas reserva branco,antonio bernardino paulo da silva,,branco,0.325,0.1625,0
1740985,render_nome,3,render,304482,mjc manuel jose colares tinto,tavares rodrigues,,tinto,0.325,0.1625,0
1740985,render_produtor,1,render,47457,single vineyard chardonnay,chilcas,,branco,0.0,0.0,0
1740985,render_produtor,2,render,58057,red one,chilcas,,tinto,0.0,0.0,0
1740985,render_produtor,3,render,58102,single vineyard pinot noir,chilcas,,tinto,0.0,0.0,0
1740989,render_nome_produtor,1,render,1320003,kloch gewurztraminer tba,klocher traminer,,Sobremesa,0.325,0.1625,0
1740989,render_nome_produtor,2,render,14454,traminer,tuzko,,branco,0.1625,0.1625,0
1740989,render_nome_produtor,3,render,25829,traminer,mosby,,branco,0.1625,0.1625,0
1740989,render_nome,1,render,12510,traminer,cantina de pra,,branco,0.1625,0.0,0
1740989,render_nome,2,render,14454,traminer,tuzko,,branco,0.1625,0.0,0
1740989,render_nome,3,render,25829,traminer,mosby,,branco,0.1625,0.0,0
1740989,render_produtor,1,render,96706,metzuda dry red,tzuba,,tinto,0.0,0.0,0
1740989,render_produtor,2,render,121491,pinot noir dry red,tzuba,,tinto,0.0,0.0,0
1740989,render_produtor,3,render,126039,claret dry,tamba,,tinto,0.0,0.0,0
1740989,import_nome,1,import,2704214,Traminer Beerenauslese,Schloss Halbturn,,Sobremesa,0.1625,0.0,0
1740989,import_nome,2,import,8659938,Traminer Aromatico,Kurtin,,Branco,0.1625,0.0,0
1740989,import_nome,3,import,9655524,Трамінер (Traminer),Дрюківські Вина,,Branco,0.1625,0.0,0
1740992,render_nome_produtor,1,render,30899,bordeaux superieur,chateau latour laguens,,tinto,0.2786,0.0,0
1740992,render_nome_produtor,2,render,48711,premieres cotes de bordeaux,chateau latour,,tinto,0.2786,0.0,0
1740992,render_nome_produtor,3,render,61048,les forts de latour pauillac,chateau latour,2002,tinto,0.2786,0.0,0
1740992,render_nome,1,render,76707,chateau latour bordeaux,maison a de luze,,tinto,0.2786,0.0,0
1740992,render_nome,2,render,439540,chateau latour cotes de bordeaux,merigotvennat,,tinto,0.2786,0.0,0
1740992,render_nome,3,render,57996,chateau le prieur bordeaux,jean guillot,,tinto,0.1857,0.0,0
1740992,render_produtor,1,render,30899,bordeaux superieur,chateau latour laguens,,tinto,0.2786,0.0,0
1740992,render_produtor,2,render,48711,premieres cotes de bordeaux,chateau latour,,tinto,0.2786,0.0,0
1740992,render_produtor,3,render,61048,les forts de latour pauillac,chateau latour,2002,tinto,0.2786,0.0,0
1740992,import_nome,1,import,2264538,Chateau Les Riganes Bordeaux,Tertre des Chevaliers,,Tinto,0.1857,0.0,0
1740992,import_nome,2,import,2557976,Chateau Du Moulin Bordeaux Sec,Château du Moulin,,Branco,0.1857,0.0,0
1740992,import_nome,3,import,1740082,Premières Côtes De Bordeaux Moelleux,Château du Courmey,,Branco,0.0929,0.0,0
1740979,render_nome_produtor,1,render,1525002,no 6 la passion de m grande cuvee,laurent reglat,,Branco,0.325,0.1083,0
1740979,render_nome_produtor,2,render,40805,grande cuvee,mas laval,,tinto,0.2167,0.1083,0
1740979,render_nome_produtor,3,render,44912,grande cuvee nemea,skouras,,tinto,0.2167,0.1083,0
1740979,render_nome,1,render,1525002,no 6 la passion de m grande cuvee,laurent reglat,,Branco,0.325,0.1083,0
1740979,render_nome,2,render,40805,grande cuvee,mas laval,,tinto,0.2167,0.1083,0
1740979,render_nome,3,render,44912,grande cuvee nemea,skouras,,tinto,0.2167,0.1083,0
1740979,render_produtor,1,render,96706,metzuda dry red,tzuba,,tinto,0.0,0.0,0
1740979,render_produtor,2,render,121491,pinot noir dry red,tzuba,,tinto,0.0,0.0,0
1740979,render_produtor,3,render,126039,claret dry,tamba,,tinto,0.0,0.0,0
1740979,import_nome,1,import,2450675,Grande Reserve Côtes de Provence,Beaumet FR,,Tinto,0.1083,0.0,0
1740979,import_nome,2,import,3684791,Grande Reserve Brut Champagne,Ch. Remy,,Espumante,0.1083,0.0,0
1740979,import_nome,3,import,3841605,60 Años Grande Reserva Tinto,Vila Nova de Tazem,,Tinto,0.1083,0.0,0
1740982,render_nome_produtor,1,render,745,solare toscana,capannelle,,tinto,0.2167,0.0,0
1740982,render_nome_produtor,2,render,13300,balifico toscana,volpaia,,tinto,0.2167,0.0,0
1740982,render_nome_produtor,3,render,31345,toscana,talosa,,tinto,0.2167,0.0,0
1740982,render_nome,1,render,745,solare toscana,capannelle,,tinto,0.2167,0.0,0
1740982,render_nome,2,render,2602,toscana,il borro,2018,tinto,0.2167,0.0,0
1740982,render_nome,3,render,11230,toscana,tenuta castiglioni,,tinto,0.2167,0.0,0
1740982,render_produtor,1,render,209719,valdichiana toscana rosso,solare,,tinto,0.2167,0.0,0
1740982,render_produtor,2,render,242380,toscana rosso radicondoli,solaio,,tinto,0.2167,0.0,0
1740982,render_produtor,3,render,1312480,toscana,simolaia,,tinto,0.2167,0.0,0
1740982,import_nome,1,import,1755065,I Merli Toscana Merlot,Giuliano Tiberi,,Tinto,0.2167,0.0,0
1740982,import_nome,2,import,1783532,Monna Claudia Toscana,Fattoria di Rodano,,Tinto,0.2167,0.0,0
1740982,import_nome,3,import,1944550,Toscana Sangiovese,Le Chiantigiane,,Tinto,0.2167,0.0,0
1740996,render_nome_produtor,1,render,30129,pomerol,chateau trotanoy,2014,tinto,0.4875,0.0,0
1740996,render_nome_produtor,2,render,256212,esperance de trotanoy pomerol,chateau trotanoy,2014,tinto,0.4875,0.0,0
1740996,render_nome_produtor,3,render,19095,pomerol,vieux chateau certan,2009,tinto,0.325,0.0,0
1740996,render_nome,1,render,256212,esperance de trotanoy pomerol,chateau trotanoy,2014,tinto,0.4875,0.1625,0
1740996,render_nome,2,render,59009,chateau samion lalande de pomerol,famille berrouet,,tinto,0.325,0.1625,0
1740996,render_nome,3,render,61682,reserve du chateau pomerol,chateau la fleur du mayne,,tinto,0.325,0.1625,0
1740996,render_produtor,1,render,30129,pomerol,chateau trotanoy,2014,tinto,0.4875,0.0,0
1740996,render_produtor,2,render,256212,esperance de trotanoy pomerol,chateau trotanoy,2014,tinto,0.4875,0.0,0
1740996,render_produtor,3,render,20773,cadillac reserve du chateau,chateau manos,,branco,0.1625,0.0,0
1740994,render_nome_produtor,1,render,14043,saintemilion grand cru,chateau teyssier,,tinto,0.4333,0.0,0
1740994,render_nome_produtor,2,render,61830,puisseguinsaintemilion,chateau teyssier,,tinto,0.4333,0.0,0
1740994,render_nome_produtor,3,render,76983,chateau destieux berger saintemilion grand cru,chateau teyssier,,tinto,0.4333,0.0,0
1740994,render_nome,1,render,1171031,chateau pontet teyssier saintemilion,chateau laroche,,tinto,0.4333,0.0,0
1740994,render_nome,2,render,1518540,chateau canteloup cuvee lan 2000,vignobles latorse,,Tinto,0.4333,0.0,0
1740994,render_nome,3,render,903,chateau,chateau ksara,2019,tinto,0.2167,0.0,0
1740994,render_produtor,1,render,14043,saintemilion grand cru,chateau teyssier,,tinto,0.4333,0.0,0
1740994,render_produtor,2,render,61830,puisseguinsaintemilion,chateau teyssier,,tinto,0.4333,0.0,0
1740994,render_produtor,3,render,76983,chateau destieux berger saintemilion grand cru,chateau teyssier,,tinto,0.4333,0.0,0
1740993,render_nome_produtor,1,render,17156,imperator rouge,chateau st julien daille,,tinto,0.325,0.0,0
1740993,render_nome_produtor,2,render,17157,imperator rose,chateau st julien daille,,rose,0.325,0.0,0
1740993,render_nome_produtor,3,render,17161,centurion rouge,chateau st julien daille,,tinto,0.325,0.0,0
1740993,render_nome,1,render,98842,st julien,chateau du brassat,,tinto,0.325,0.0,0
1740993,render_nome,2,render,353638,st julien,chateau grand st julien,,tinto,0.325,0.0,0
1740993,render_nome,3,render,43180,connetable talbot saintjulien,chateau talbot,2022,tinto,0.2167,0.0,0
1740993,render_produtor,1,render,18121,saintjulien grand cru classe,chateau talbot,2018,tinto,0.2167,0.0,0
1740993,render_produtor,2,render,43180,connetable talbot saintjulien,chateau talbot,2022,tinto,0.2167,0.0,0
1740993,render_produtor,3,render,52082,caillou blanc,chateau talbot,,branco,0.2167,0.0,0
1740973,render_nome_produtor,1,render,1478359,verrenberg cabernet franc trocken,furst hohenlohe oehringen,,Tinto,0.5222,0.2111,0
1740973,render_nome_produtor,2,render,376719,merlot cabernet sauvignon,furst ferenc,,tinto,0.3111,0.2111,0
1740973,render_nome_produtor,3,render,535761,cabernet sauvignon,furst ferenc,,tinto,0.3111,0.2111,0
1740973,render_nome,1,render,611179,cabernet franc cabernet sauvignon wurttemberg trocken,weingut singer,,tinto,0.2167,0.0723,0
1740973,render_nome,2,render,8575,merlot cabernet sauvignon cabernet franc bordeaux,ginestet,,tinto,0.1444,0.0723,0
1740973,render_nome,3,render,16959,cabernet sauvignon cabernet franc,bellingham,,tinto,0.1444,0.0723,0
1740973,render_produtor,1,render,1478359,verrenberg cabernet franc trocken,furst hohenlohe oehringen,,Tinto,0.5222,0.1,0
1740973,render_produtor,2,render,1081326,verrenberg cabernet franc rose trocken,furst hohenlohe oehringen,,rose,0.4222,0.1,0
1740973,render_produtor,3,render,76358,rotweincuvee fass no 17 trocken,furst hohenlohe oehringen,,tinto,0.3778,0.1,0
1740986,render_nome_produtor,1,render,99100,chryseia douro,prats symington ps,2021,tinto,0.325,0.0,0
1740986,render_nome_produtor,2,render,116256,post scriptum de chryseia douro,prats symington ps,2021,tinto,0.325,0.0,0
1740986,render_nome_produtor,3,render,918484,2001,domaine de rancy,,Sobremesa,0.325,0.0,0
1740986,render_nome,1,render,99100,chryseia douro,prats symington ps,2021,tinto,0.325,0.0,0
1740986,render_nome,2,render,116256,post scriptum de chryseia douro,prats symington ps,2021,tinto,0.325,0.0,0
1740986,render_nome,3,render,918484,2001,domaine de rancy,,Sobremesa,0.325,0.0,0
1740986,render_produtor,1,render,64600,santa marguerita cabernet sauvignon,chris,,tinto,0.0,0.0,0
1740986,render_produtor,2,render,219515,gruner veltliner,christ,,branco,0.0,0.0,0
1740986,render_produtor,3,render,219519,gruner veltliner x,christ,,branco,0.0,0.0,0
1740987,render_nome_produtor,1,render,1776,napa valley merlot,duckhorn,2021,tinto,0.2167,0.0,0
1740987,render_nome_produtor,2,render,3570,napa valley merlot,castle rock,,tinto,0.2167,0.0,0
1740987,render_nome_produtor,3,render,15465,napa valley viognier,beringer,,branco,0.2167,0.0,0
1740987,render_nome,1,render,818,napa valley chardonnay,v sattui,,branco,0.2167,0.0,0
1740987,render_nome,2,render,821,napa valley syrah,v sattui,,tinto,0.2167,0.0,0
1740987,render_nome,3,render,3292,cabernet franc napa valley,del dotto,,tinto,0.2167,0.0,0
1740987,render_produtor,1,render,41138,st eden,bond,,tinto,0.2583,0.0,0
