source_wine_id,canonical_wine_id,alias_source_type,status,current_vivino_id,current_suppressed_at,current_suppress_reason
1755310,39364,d17_20260419_221902,eligible,,,
1755311,861959,d17_20260419_221902,eligible,,,
1755315,247605,d17_20260419_221902,eligible,,,
1755316,679066,d17_20260419_221902,eligible,,,
1755317,415741,d17_20260419_221902,eligible,,,
1755319,1061020,d17_20260419_221902,eligible,,,
1755325,970479,d17_20260419_221902,eligible,,,
1755341,1446964,d17_20260419_221902,eligible,,,
1755396,1082730,d17_20260419_221902,eligible,,,
1755406,941028,d17_20260419_221902,eligible,,,
1755410,833405,d17_20260419_221902,eligible,,,
1755413,136063,d17_20260419_221902,eligible,,,
1755422,969471,d17_20260419_221902,eligible,,,
1755423,980433,d17_20260419_221902,eligible,,,
1755424,1080000,d17_20260419_221902,eligible,,,
1755432,714188,d17_20260419_221902,eligible,,,
1755433,404570,d17_20260419_221902,eligible,,,
1755436,1527354,d17_20260419_221902,eligible,,,
1755442,668456,d17_20260419_221902,eligible,,,
1755462,124548,d17_20260419_221902,eligible,,,
1755474,805923,d17_20260419_221902,eligible,,,
1755477,1363816,d17_20260419_221902,eligible,,,
1755478,1364058,d17_20260419_221902,eligible,,,
1755479,1556471,d17_20260419_221902,eligible,,,
1755485,542976,d17_20260419_221902,eligible,,,
1755496,800705,d17_20260419_221902,eligible,,,
1755500,886,d17_20260419_221902,eligible,,,
1755502,226567,d17_20260419_221902,eligible,,,
1755503,121549,d17_20260419_221902,eligible,,,
1755505,309762,d17_20260419_221902,eligible,,,
1755509,5558,d17_20260419_221902,eligible,,,
1755510,721907,d17_20260419_221902,eligible,,,
1755516,1096003,d17_20260419_221902,eligible,,,
1755525,745098,d17_20260419_221902,eligible,,,
1755526,217383,d17_20260419_221902,eligible,,,
1755530,1553029,d17_20260419_221902,eligible,,,
1755543,1600996,d17_20260419_221902,eligible,,,
1755556,1550769,d17_20260419_221902,eligible,,,
1755558,14103,d17_20260419_221902,eligible,,,
1755559,1064482,d17_20260419_221902,eligible,,,
1755565,1128688,d17_20260419_221902,eligible,,,
1755573,49649,d17_20260419_221902,eligible,,,
1755577,739039,d17_20260419_221902,eligible,,,
1755581,1626220,d17_20260419_221902,eligible,,,
1755588,840822,d17_20260419_221902,eligible,,,
1755594,1270971,d17_20260419_221902,eligible,,,
1755602,1624960,d17_20260419_221902,eligible,,,
1755626,118586,d17_20260419_221902,eligible,,,
1755629,1380553,d17_20260419_221902,eligible,,,
1755635,565009,d17_20260419_221902,eligible,,,
1755643,503209,d17_20260419_221902,eligible,,,
1755651,531381,d17_20260419_221902,eligible,,,
1755660,1326813,d17_20260419_221902,eligible,,,
1755661,681917,d17_20260419_221902,eligible,,,
1755663,897729,d17_20260419_221902,eligible,,,
1755664,1101550,d17_20260419_221902,eligible,,,
1755665,1178932,d17_20260419_221902,eligible,,,
1755667,529241,d17_20260419_221902,eligible,,,
1755681,848995,d17_20260419_221902,eligible,,,
1755682,1224201,d17_20260419_221902,eligible,,,
1755690,1270971,d17_20260419_221902,eligible,,,
1755694,1235604,d17_20260419_221902,eligible,,,
1755698,777195,d17_20260419_221902,eligible,,,
1755699,1004312,d17_20260419_221902,eligible,,,
1755705,905212,d17_20260419_221902,eligible,,,
1755706,605927,d17_20260419_221902,eligible,,,
1755707,142409,d17_20260419_221902,eligible,,,
1755714,43595,d17_20260419_221902,eligible,,,
1755719,1390855,d17_20260419_221902,eligible,,,
1755721,1422436,d17_20260419_221902,eligible,,,
1755722,614749,d17_20260419_221902,eligible,,,
1755738,723043,d17_20260419_221902,eligible,,,
1755741,1115360,d17_20260419_221902,eligible,,,
1755760,819569,d17_20260419_221902,eligible,,,
1755764,171832,d17_20260419_221902,eligible,,,
1755771,1713283,d17_20260419_221902,eligible,,,
1755783,14768,d17_20260419_221902,eligible,,,
1755788,1687143,d17_20260419_221902,eligible,,,
1755796,912088,d17_20260419_221902,eligible,,,
1755797,1631204,d17_20260419_221902,eligible,,,
1755825,1594951,d17_20260419_221902,eligible,,,
1755839,179318,d17_20260419_221902,eligible,,,
1755846,1718483,d17_20260419_221902,eligible,,,
1755847,1471177,d17_20260419_221902,eligible,,,
1755848,1663831,d17_20260419_221902,eligible,,,
1755850,199351,d17_20260419_221902,eligible,,,
1755860,1523837,d17_20260419_221902,eligible,,,
1755863,829163,d17_20260419_221902,eligible,,,
1755879,1582169,d17_20260419_221902,eligible,,,
1755881,791098,d17_20260419_221902,eligible,,,
1755882,654811,d17_20260419_221902,eligible,,,
1755886,1623538,d17_20260419_221902,eligible,,,
1755895,1349298,d17_20260419_221902,eligible,,,
1755898,1157051,d17_20260419_221902,eligible,,,
1755899,1213332,d17_20260419_221902,eligible,,,
1755914,1658196,d17_20260419_221902,eligible,,,
1755925,1601995,d17_20260419_221902,eligible,,,
1755939,845784,d17_20260419_221902,eligible,,,
1755956,455790,d17_20260419_221902,eligible,,,
1755961,107162,d17_20260419_221902,eligible,,,
1755969,1559883,d17_20260419_221902,eligible,,,
1755971,96274,d17_20260419_221902,eligible,,,
1755974,1586438,d17_20260419_221902,eligible,,,
1755976,1557181,d17_20260419_221902,eligible,,,
1755978,40759,d17_20260419_221902,eligible,,,
1756008,1585715,d17_20260419_221902,eligible,,,
1756011,1380212,d17_20260419_221902,eligible,,,
1756012,1638977,d17_20260419_221902,eligible,,,
1756013,1358515,d17_20260419_221902,eligible,,,
1756017,12373,d17_20260419_221902,eligible,,,
1756023,1536074,d17_20260419_221902,eligible,,,
1756024,1536074,d17_20260419_221902,eligible,,,
1756025,1416827,d17_20260419_221902,eligible,,,
1756026,1456599,d17_20260419_221902,eligible,,,
1756027,46068,d17_20260419_221902,eligible,,,
1756030,1113653,d17_20260419_221902,eligible,,,
1756032,61019,d17_20260419_221902,eligible,,,
1756033,848061,d17_20260419_221902,eligible,,,
1756035,134888,d17_20260419_221902,eligible,,,
1756036,1544869,d17_20260419_221902,eligible,,,
1756038,745450,d17_20260419_221902,eligible,,,
1756053,1730721,d17_20260419_221902,eligible,,,
1756063,627397,d17_20260419_221902,eligible,,,
1756066,1657595,d17_20260419_221902,eligible,,,
1756067,238978,d17_20260419_221902,eligible,,,
1756072,1695735,d17_20260419_221902,eligible,,,
1756078,1615613,d17_20260419_221902,eligible,,,
1756079,202737,d17_20260419_221902,eligible,,,
1756082,145119,d17_20260419_221902,eligible,,,
1756097,1040148,d17_20260419_221902,eligible,,,
1756100,1612244,d17_20260419_221902,eligible,,,
1756115,1517613,d17_20260419_221902,eligible,,,
1756121,1379552,d17_20260419_221902,eligible,,,
1756126,10568,d17_20260419_221902,eligible,,,
1756137,861709,d17_20260419_221902,eligible,,,
1756144,1310740,d17_20260419_221902,eligible,,,
1756147,608235,d17_20260419_221902,eligible,,,
1756149,294527,d17_20260419_221902,eligible,,,
1756151,1564871,d17_20260419_221902,eligible,,,
1756152,833405,d17_20260419_221902,eligible,,,
1756180,1585738,d17_20260419_221902,eligible,,,
1756190,1193553,d17_20260419_221902,eligible,,,
1756194,106969,d17_20260419_221902,eligible,,,
1756207,641862,d17_20260419_221902,eligible,,,
1756219,229515,d17_20260419_221902,eligible,,,
1756226,1704543,d17_20260419_221902,eligible,,,
1756228,1603230,d17_20260419_221902,eligible,,,
1756233,1205758,d17_20260419_221902,eligible,,,
1756235,1695735,d17_20260419_221902,eligible,,,
1756239,1516730,d17_20260419_221902,eligible,,,
1756240,420795,d17_20260419_221902,eligible,,,
1756248,886,d17_20260419_221902,eligible,,,
1756251,91629,d17_20260419_221902,eligible,,,
1756253,91629,d17_20260419_221902,eligible,,,
1756259,1414846,d17_20260419_221902,eligible,,,
1756260,1593156,d17_20260419_221902,eligible,,,
1756269,1633044,d17_20260419_221902,eligible,,,
1756276,1279499,d17_20260419_221902,eligible,,,
1756278,1693625,d17_20260419_221902,eligible,,,
1756279,1385235,d17_20260419_221902,eligible,,,
1756284,178806,d17_20260419_221902,eligible,,,
1756286,1222951,d17_20260419_221902,eligible,,,
1756287,36269,d17_20260419_221902,eligible,,,
1756288,120599,d17_20260419_221902,eligible,,,
1756303,982812,d17_20260419_221902,eligible,,,
1756310,1722510,d17_20260419_221902,eligible,,,
1756312,117655,d17_20260419_221902,eligible,,,
1756313,996337,d17_20260419_221902,eligible,,,
1756316,1550916,d17_20260419_221902,eligible,,,
1756319,1618302,d17_20260419_221902,eligible,,,
1756320,1003422,d17_20260419_221902,eligible,,,
1756321,1252623,d17_20260419_221902,eligible,,,
1756322,717902,d17_20260419_221902,eligible,,,
1756332,1718483,d17_20260419_221902,eligible,,,
1756343,1428669,d17_20260419_221902,eligible,,,
1756345,44452,d17_20260419_221902,eligible,,,
1756371,1581834,d17_20260419_221902,eligible,,,
1756375,1358515,d17_20260419_221902,eligible,,,
1756381,131584,d17_20260419_221902,eligible,,,
1756395,840246,d17_20260419_221902,eligible,,,
1756396,1288555,d17_20260419_221902,eligible,,,
1756401,245466,d17_20260419_221902,eligible,,,
1756407,9366,d17_20260419_221902,eligible,,,
1756411,1584605,d17_20260419_221902,eligible,,,
1756413,1274017,d17_20260419_221902,eligible,,,
1756416,75338,d17_20260419_221902,eligible,,,
1756418,1504876,d17_20260419_221902,eligible,,,
1756419,1483039,d17_20260419_221902,eligible,,,
1756431,1590393,d17_20260419_221902,eligible,,,
1756432,93397,d17_20260419_221902,eligible,,,
1756446,1292322,d17_20260419_221902,eligible,,,
1756452,635042,d17_20260419_221902,eligible,,,
1756453,1569358,d17_20260419_221902,eligible,,,
1756459,1300606,d17_20260419_221902,eligible,,,
1756461,1665769,d17_20260419_221902,eligible,,,
1756466,12373,d17_20260419_221902,eligible,,,
1756467,1315778,d17_20260419_221902,eligible,,,
1756469,12374,d17_20260419_221902,eligible,,,
1756489,1196127,d17_20260419_221902,eligible,,,
1756490,1678613,d17_20260419_221902,eligible,,,
1756492,1704764,d17_20260419_221902,eligible,,,
1756496,46068,d17_20260419_221902,eligible,,,
1756501,802154,d17_20260419_221902,eligible,,,
1756549,657795,d17_20260419_221902,eligible,,,
1756558,1064690,d17_20260419_221902,eligible,,,
1756563,1692337,d17_20260419_221902,eligible,,,
1756567,969410,d17_20260419_221902,eligible,,,
1756578,419888,d17_20260419_221902,eligible,,,
1756589,1735046,d17_20260419_221902,eligible,,,
1756596,1648690,d17_20260419_221902,eligible,,,
1756597,1266720,d17_20260419_221902,eligible,,,
1756599,1563678,d17_20260419_221902,eligible,,,
1756607,1183013,d17_20260419_221902,eligible,,,
1756622,1139358,d17_20260419_221902,eligible,,,
1756636,1064909,d17_20260419_221902,eligible,,,
1756640,90274,d17_20260419_221902,eligible,,,
1756645,1701,d17_20260419_221902,eligible,,,
1756646,577260,d17_20260419_221902,eligible,,,
1756647,1379552,d17_20260419_221902,eligible,,,
1756651,1578628,d17_20260419_221902,eligible,,,
1756652,723043,d17_20260419_221902,eligible,,,
1756655,14768,d17_20260419_221902,eligible,,,
1756678,77847,d17_20260419_221902,eligible,,,
1756679,1213513,d17_20260419_221902,eligible,,,
1756683,1322144,d17_20260419_221902,eligible,,,
1756686,1418157,d17_20260419_221902,eligible,,,
1756687,54460,d17_20260419_221902,eligible,,,
1756689,30968,d17_20260419_221902,eligible,,,
1756690,1565457,d17_20260419_221902,eligible,,,
1756692,908280,d17_20260419_221902,eligible,,,
1756699,444839,d17_20260419_221902,eligible,,,
1756702,360003,d17_20260419_221902,eligible,,,
1756703,1312064,d17_20260419_221902,eligible,,,
1756718,1694782,d17_20260419_221902,eligible,,,
1756719,1334849,d17_20260419_221902,eligible,,,
1756725,1164769,d17_20260419_221902,eligible,,,
1756729,1594695,d17_20260419_221902,eligible,,,
1756740,1638459,d17_20260419_221902,eligible,,,
1756749,475241,d17_20260419_221902,eligible,,,
1756754,850228,d17_20260419_221902,eligible,,,
1756758,1550440,d17_20260419_221902,eligible,,,
1756763,12375,d17_20260419_221902,eligible,,,
1756783,1517613,d17_20260419_221902,eligible,,,
1756801,1326207,d17_20260419_221902,eligible,,,
1756802,20400,d17_20260419_221902,eligible,,,
1756804,15487,d17_20260419_221902,eligible,,,
1756809,1261716,d17_20260419_221902,eligible,,,
1756811,1587064,d17_20260419_221902,eligible,,,
1756812,862488,d17_20260419_221902,eligible,,,
1756819,1545917,d17_20260419_221902,eligible,,,
1756823,276032,d17_20260419_221902,eligible,,,
1756836,1283166,d17_20260419_221902,eligible,,,
1756841,507480,d17_20260419_221902,eligible,,,
1756842,1651920,d17_20260419_221902,eligible,,,
1756843,1684200,d17_20260419_221902,eligible,,,
1756864,340365,d17_20260419_221902,eligible,,,
1756867,340365,d17_20260419_221902,eligible,,,
1756876,1319963,d17_20260419_221902,eligible,,,
1756899,1648690,d17_20260419_221902,eligible,,,
1756900,15487,d17_20260419_221902,eligible,,,
1756906,977909,d17_20260419_221902,eligible,,,
1756911,1143097,d17_20260419_221902,eligible,,,
1756912,1570636,d17_20260419_221902,eligible,,,
1756917,791330,d17_20260419_221902,eligible,,,
1756918,72046,d17_20260419_221902,eligible,,,
1756927,1623538,d17_20260419_221902,eligible,,,
1756932,1419527,d17_20260419_221902,eligible,,,
1756936,1455357,d17_20260419_221902,eligible,,,
1756943,245878,d17_20260419_221902,eligible,,,
1756960,513261,d17_20260419_221902,eligible,,,
1756963,247322,d17_20260419_221902,eligible,,,
1756965,1432776,d17_20260419_221902,eligible,,,
1756966,1236833,d17_20260419_221902,eligible,,,
1756973,1164769,d17_20260419_221902,eligible,,,
1756988,731335,d17_20260419_221902,eligible,,,
1756990,908642,d17_20260419_221902,eligible,,,
1756991,1628846,d17_20260419_221902,eligible,,,
1756992,1551569,d17_20260419_221902,eligible,,,
1756997,863644,d17_20260419_221902,eligible,,,
1757016,1164769,d17_20260419_221902,eligible,,,
1757019,1519943,d17_20260419_221902,eligible,,,
1757020,873749,d17_20260419_221902,eligible,,,
1757023,1296202,d17_20260419_221902,eligible,,,
1757029,1432522,d17_20260419_221902,eligible,,,
1757033,1466661,d17_20260419_221902,eligible,,,
1757039,1400887,d17_20260419_221902,eligible,,,
1757042,1418157,d17_20260419_221902,eligible,,,
1757043,278096,d17_20260419_221902,eligible,,,
1757056,392524,d17_20260419_221902,eligible,,,
1757061,932316,d17_20260419_221902,eligible,,,
1757101,605927,d17_20260419_221902,eligible,,,
1757110,767077,d17_20260419_221902,eligible,,,
1757118,887,d17_20260419_221902,eligible,,,
1757122,226055,d17_20260419_221902,eligible,,,
1757123,897729,d17_20260419_221902,eligible,,,
1757127,1308428,d17_20260419_221902,eligible,,,
1757129,177988,d17_20260419_221902,eligible,,,
1757133,1300978,d17_20260419_221902,eligible,,,
1757134,1114418,d17_20260419_221902,eligible,,,
1757138,249120,d17_20260419_221902,eligible,,,
1757140,133937,d17_20260419_221902,eligible,,,
1757142,159585,d17_20260419_221902,eligible,,,
1757153,1229769,d17_20260419_221902,eligible,,,
1757154,1129084,d17_20260419_221902,eligible,,,
1757155,1129085,d17_20260419_221902,eligible,,,
1757163,1593007,d17_20260419_221902,eligible,,,
1757166,21588,d17_20260419_221902,eligible,,,
1757172,210637,d17_20260419_221902,eligible,,,
1757173,1665107,d17_20260419_221902,eligible,,,
1757175,1040199,d17_20260419_221902,eligible,,,
1757177,542976,d17_20260419_221902,eligible,,,
1757181,1649530,d17_20260419_221902,eligible,,,
1757182,1624919,d17_20260419_221902,eligible,,,
1757191,1584222,d17_20260419_221902,eligible,,,
1757196,1627255,d17_20260419_221902,eligible,,,
1757197,46068,d17_20260419_221902,eligible,,,
1757220,14945,d17_20260419_221902,eligible,,,
1757223,987571,d17_20260419_221902,eligible,,,
1757226,1327575,d17_20260419_221902,eligible,,,
1757233,1164769,d17_20260419_221902,eligible,,,
1757241,699591,d17_20260419_221902,eligible,,,
1757242,542976,d17_20260419_221902,eligible,,,
1757246,1315125,d17_20260419_221902,eligible,,,
1757257,222855,d17_20260419_221902,eligible,,,
1757266,1287156,d17_20260419_221902,eligible,,,
1757268,1697333,d17_20260419_221902,eligible,,,
1757271,1670249,d17_20260419_221902,eligible,,,
1757272,1670249,d17_20260419_221902,eligible,,,
1757290,1307433,d17_20260419_221902,eligible,,,
1757301,1634159,d17_20260419_221902,eligible,,,
1757306,305613,d17_20260419_221902,eligible,,,
1757310,785027,d17_20260419_221902,eligible,,,
1757314,133018,d17_20260419_221902,eligible,,,
1757319,1137814,d17_20260419_221902,eligible,,,
1757320,862488,d17_20260419_221902,eligible,,,
1757322,1348050,d17_20260419_221902,eligible,,,
1757344,267233,d17_20260419_221902,eligible,,,
1757347,917218,d17_20260419_221902,eligible,,,
1757348,1024173,d17_20260419_221902,eligible,,,
1757365,781059,d17_20260419_221902,eligible,,,
1757367,1287344,d17_20260419_221902,eligible,,,
1757382,974609,d17_20260419_221902,eligible,,,
1757383,1266720,d17_20260419_221902,eligible,,,
1757387,1687020,d17_20260419_221902,eligible,,,
1757394,10286,d17_20260419_221902,eligible,,,
1757397,1418157,d17_20260419_221902,eligible,,,
1757398,803066,d17_20260419_221902,eligible,,,
1757399,1326822,d17_20260419_221902,eligible,,,
1757400,1724117,d17_20260419_221902,eligible,,,
1757401,10577,d17_20260419_221902,eligible,,,
1757406,1480562,d17_20260419_221902,eligible,,,
1757407,469154,d17_20260419_221902,eligible,,,
1757408,985905,d17_20260419_221902,eligible,,,
1757412,293500,d17_20260419_221902,eligible,,,
1757414,1250506,d17_20260419_221902,eligible,,,
1757416,199351,d17_20260419_221902,eligible,,,
1757418,986238,d17_20260419_221902,eligible,,,
1757419,14771,d17_20260419_221902,eligible,,,
1757425,202737,d17_20260419_221902,eligible,,,
1757428,179189,d17_20260419_221902,eligible,,,
1757436,480964,d17_20260419_221902,eligible,,,
1757458,1615835,d17_20260419_221902,eligible,,,
1757459,728338,d17_20260419_221902,eligible,,,
1757460,1234100,d17_20260419_221902,eligible,,,
1757468,1135519,d17_20260419_221902,eligible,,,
1757470,1003996,d17_20260419_221902,eligible,,,
1757471,1005949,d17_20260419_221902,eligible,,,
1757538,778407,d17_20260419_221902,eligible,,,
1757540,1252341,d17_20260419_221902,eligible,,,
1757544,445242,d17_20260419_221902,eligible,,,
1757553,565009,d17_20260419_221902,eligible,,,
1757556,1683155,d17_20260419_221902,eligible,,,
1757557,1674631,d17_20260419_221902,eligible,,,
1757565,782458,d17_20260419_221902,eligible,,,
1757566,542976,d17_20260419_221902,eligible,,,
1757576,1391232,d17_20260419_221902,eligible,,,
1757577,1384552,d17_20260419_221902,eligible,,,
1757594,1446079,d17_20260419_221902,eligible,,,
1757613,1287344,d17_20260419_221902,eligible,,,
1757615,1162982,d17_20260419_221902,eligible,,,
1757620,735453,d17_20260419_221902,eligible,,,
1757621,1497240,d17_20260419_221902,eligible,,,
1757630,1326873,d17_20260419_221902,eligible,,,
1757631,12792,d17_20260419_221902,eligible,,,
1757636,1178932,d17_20260419_221902,eligible,,,
1757641,591077,d17_20260419_221902,eligible,,,
1757642,46068,d17_20260419_221902,eligible,,,
1757643,12374,d17_20260419_221902,eligible,,,
1757644,12373,d17_20260419_221902,eligible,,,
1757659,63466,d17_20260419_221902,eligible,,,
1757662,114785,d17_20260419_221902,eligible,,,
1757664,576319,d17_20260419_221902,eligible,,,
1757675,1128127,d17_20260419_221902,eligible,,,
1757679,1046635,d17_20260419_221902,eligible,,,
1757684,1485654,d17_20260419_221902,eligible,,,
1757686,1608678,d17_20260419_221902,eligible,,,
1757693,1528284,d17_20260419_221902,eligible,,,
1757699,1576354,d17_20260419_221902,eligible,,,
1757700,256414,d17_20260419_221902,eligible,,,
1757703,17992,d17_20260419_221902,eligible,,,
1757708,238966,d17_20260419_221902,eligible,,,
1757709,28535,d17_20260419_221902,eligible,,,
1757713,1342328,d17_20260419_221902,eligible,,,
1757715,194582,d17_20260419_221902,eligible,,,
1757722,666558,d17_20260419_221902,eligible,,,
1757724,303706,d17_20260419_221902,eligible,,,
1757725,17635,d17_20260419_221902,eligible,,,
1757729,23891,d17_20260419_221902,eligible,,,
1757730,23889,d17_20260419_221902,eligible,,,
1757737,542976,d17_20260419_221902,eligible,,,
1757738,782458,d17_20260419_221902,eligible,,,
1757739,522492,d17_20260419_221902,eligible,,,
1757740,68201,d17_20260419_221902,eligible,,,
1757743,1482707,d17_20260419_221902,eligible,,,
1757745,369500,d17_20260419_221902,eligible,,,
1757746,61703,d17_20260419_221902,eligible,,,
1757748,848420,d17_20260419_221902,eligible,,,
1757750,743638,d17_20260419_221902,eligible,,,
1757752,1433281,d17_20260419_221902,eligible,,,
1757753,1433281,d17_20260419_221902,eligible,,,
1757758,791330,d17_20260419_221902,eligible,,,
1757761,1183869,d17_20260419_221902,eligible,,,
1757765,96577,d17_20260419_221902,eligible,,,
1757768,20590,d17_20260419_221902,eligible,,,
1757772,1731696,d17_20260419_221902,eligible,,,
1757782,112114,d17_20260419_221902,eligible,,,
1757784,1448354,d17_20260419_221902,eligible,,,
1757792,126757,d17_20260419_221902,eligible,,,
1757801,808977,d17_20260419_221902,eligible,,,
1757811,60146,d17_20260419_221902,eligible,,,
1757815,1235183,d17_20260419_221902,eligible,,,
1757818,848795,d17_20260419_221902,eligible,,,
1757820,333203,d17_20260419_221902,eligible,,,
1757821,46999,d17_20260419_221902,eligible,,,
1757822,720983,d17_20260419_221902,eligible,,,
1757828,217383,d17_20260419_221902,eligible,,,
1757833,909858,d17_20260419_221902,eligible,,,
1757834,1067582,d17_20260419_221902,eligible,,,
1757835,684567,d17_20260419_221902,eligible,,,
1757836,121119,d17_20260419_221902,eligible,,,
1757840,123994,d17_20260419_221902,eligible,,,
1757848,31688,d17_20260419_221902,eligible,,,
1757849,1648328,d17_20260419_221902,eligible,,,
1757850,394737,d17_20260419_221902,eligible,,,
1757858,1433281,d17_20260419_221902,eligible,,,
1757860,716534,d17_20260419_221902,eligible,,,
1757864,430534,d17_20260419_221902,eligible,,,
1757865,98723,d17_20260419_221902,eligible,,,
1757866,15398,d17_20260419_221902,eligible,,,
1757868,283853,d17_20260419_221902,eligible,,,
1757869,1512616,d17_20260419_221902,eligible,,,
1757873,896784,d17_20260419_221902,eligible,,,
1757883,828666,d17_20260419_221902,eligible,,,
1757884,123953,d17_20260419_221902,eligible,,,
1757885,78373,d17_20260419_221902,eligible,,,
1757886,91335,d17_20260419_221902,eligible,,,
1757890,351818,d17_20260419_221902,eligible,,,
1757892,1012716,d17_20260419_221902,eligible,,,
1757893,274867,d17_20260419_221902,eligible,,,
1757899,22426,d17_20260419_221902,eligible,,,
1757900,305638,d17_20260419_221902,eligible,,,
1757902,454572,d17_20260419_221902,eligible,,,
1757905,1416203,d17_20260419_221902,eligible,,,
1757908,538976,d17_20260419_221902,eligible,,,
1757911,448862,d17_20260419_221902,eligible,,,
1757914,329677,d17_20260419_221902,eligible,,,
1757916,725401,d17_20260419_221902,eligible,,,
1757920,845230,d17_20260419_221902,eligible,,,
1757922,8807,d17_20260419_221902,eligible,,,
1757924,119879,d17_20260419_221902,eligible,,,
1757925,21080,d17_20260419_221902,eligible,,,
1757926,621845,d17_20260419_221902,eligible,,,
1757927,1349174,d17_20260419_221902,eligible,,,
1757929,88331,d17_20260419_221902,eligible,,,
1757933,1557650,d17_20260419_221902,eligible,,,
1757939,1514369,d17_20260419_221902,eligible,,,
1757941,189959,d17_20260419_221902,eligible,,,
1757942,1194878,d17_20260419_221902,eligible,,,
1757946,1447876,d17_20260419_221902,eligible,,,
1757949,46999,d17_20260419_221902,eligible,,,
1757955,205010,d17_20260419_221902,eligible,,,
1757956,1339423,d17_20260419_221902,eligible,,,
1757959,129566,d17_20260419_221902,eligible,,,
1757960,135195,d17_20260419_221902,eligible,,,
1757961,1640083,d17_20260419_221902,eligible,,,
1757966,1640646,d17_20260419_221902,eligible,,,
1757971,300283,d17_20260419_221902,eligible,,,
1757973,173155,d17_20260419_221902,eligible,,,
1757977,48237,d17_20260419_221902,eligible,,,
1757981,165292,d17_20260419_221902,eligible,,,
1757985,217641,d17_20260419_221902,eligible,,,
1757989,86097,d17_20260419_221902,eligible,,,
1757996,629606,d17_20260419_221902,eligible,,,
1758001,376287,d17_20260419_221902,eligible,,,
1758002,440125,d17_20260419_221902,eligible,,,
1758008,49183,d17_20260419_221902,eligible,,,
1758017,163201,d17_20260419_221902,eligible,,,
1758018,14945,d17_20260419_221902,eligible,,,
1758035,503999,d17_20260419_221902,eligible,,,
1758036,28162,d17_20260419_221902,eligible,,,
1758046,29455,d17_20260419_221902,eligible,,,
1758047,119490,d17_20260419_221902,eligible,,,
1758057,630427,d17_20260419_221902,eligible,,,
1758062,277862,d17_20260419_221902,eligible,,,
1758065,29380,d17_20260419_221902,eligible,,,
1758069,62899,d17_20260419_221902,eligible,,,
1758072,20447,d17_20260419_221902,eligible,,,
1758074,20450,d17_20260419_221902,eligible,,,
1758075,20446,d17_20260419_221902,eligible,,,
1758076,183947,d17_20260419_221902,eligible,,,
1758084,844135,d17_20260419_221902,eligible,,,
1758085,185418,d17_20260419_221902,eligible,,,
1758089,725076,d17_20260419_221902,eligible,,,
1758092,1109458,d17_20260419_221902,eligible,,,
1758096,570655,d17_20260419_221902,eligible,,,
1758097,690439,d17_20260419_221902,eligible,,,
1758101,830817,d17_20260419_221902,eligible,,,
1758102,33656,d17_20260419_221902,eligible,,,
1758103,382405,d17_20260419_221902,eligible,,,
1758104,306972,d17_20260419_221902,eligible,,,
1758106,349583,d17_20260419_221902,eligible,,,
1758107,282923,d17_20260419_221902,eligible,,,
1758108,1441295,d17_20260419_221902,eligible,,,
1758111,38540,d17_20260419_221902,eligible,,,
1758114,61687,d17_20260419_221902,eligible,,,
1758115,1293790,d17_20260419_221902,eligible,,,
1758116,80895,d17_20260419_221902,eligible,,,
1758118,146597,d17_20260419_221902,eligible,,,
1758120,13853,d17_20260419_221902,eligible,,,
1758124,127666,d17_20260419_221902,eligible,,,
1758125,798788,d17_20260419_221902,eligible,,,
1758126,786253,d17_20260419_221902,eligible,,,
1758127,990244,d17_20260419_221902,eligible,,,
1758129,40444,d17_20260419_221902,eligible,,,
1758133,255999,d17_20260419_221902,eligible,,,
1758136,195186,d17_20260419_221902,eligible,,,
1758139,1525891,d17_20260419_221902,eligible,,,
1758141,593962,d17_20260419_221902,eligible,,,
1758144,716534,d17_20260419_221902,eligible,,,
1758145,842381,d17_20260419_221902,eligible,,,
1758150,496808,d17_20260419_221902,eligible,,,
1758153,1163873,d17_20260419_221902,eligible,,,
1758156,112114,d17_20260419_221902,eligible,,,
1758158,52042,d17_20260419_221902,eligible,,,
1758160,96577,d17_20260419_221902,eligible,,,
1758163,189453,d17_20260419_221902,eligible,,,
1758165,121520,d17_20260419_221902,eligible,,,
1758168,897989,d17_20260419_221902,eligible,,,
1758169,1664582,d17_20260419_221902,eligible,,,
1758170,296406,d17_20260419_221902,eligible,,,
1758174,682450,d17_20260419_221902,eligible,,,
1758175,409618,d17_20260419_221902,eligible,,,
1758176,22023,d17_20260419_221902,eligible,,,
1758177,15397,d17_20260419_221902,eligible,,,
1758178,622319,d17_20260419_221902,eligible,,,
1758179,721526,d17_20260419_221902,eligible,,,
1758181,31135,d17_20260419_221902,eligible,,,
1758186,37356,d17_20260419_221902,eligible,,,
1758189,137383,d17_20260419_221902,eligible,,,
1758190,856692,d17_20260419_221902,eligible,,,
1758191,896784,d17_20260419_221902,eligible,,,
1758195,1642130,d17_20260419_221902,eligible,,,
1758196,971753,d17_20260419_221902,eligible,,,
1758198,1451564,d17_20260419_221902,eligible,,,
1758202,146782,d17_20260419_221902,eligible,,,
1758203,430534,d17_20260419_221902,eligible,,,
1758214,761948,d17_20260419_221902,eligible,,,
1758215,1173961,d17_20260419_221902,eligible,,,
1758216,347426,d17_20260419_221902,eligible,,,
1758220,98703,d17_20260419_221902,eligible,,,
1758223,360740,d17_20260419_221902,eligible,,,
