pair_id,source_wine_id,canonical_wine_id,verdict,source_vivino_ids,canonical_vivino_ids,shared_vivino_ids,source_top_producer,canonical_top_producer,reason
844,1823093,11060,CONFIRMA,20648,20648,20648,M. Chapoutier,M. Chapoutier,Mesmo wine id Vivino 20648 nas duas buscas
845,1823343,118971,CONFIRMA,1301970|1274881|1292711|1383351|1210951|1314274,1301970|1292711|1274881,1301970|1274881|1292711,Marotti Campi,Marotti Campi,Mesmo wine id Vivino 1301970 nas duas buscas
846,1823482,892635,CONFIRMA,6335840|1860191|4564203|4317457|1119589|1119592|7518410|6174189|1119598|5312864,6335840|1860191,6335840|1860191,Giant Steps,Giant Steps,Mesmo wine id Vivino 6335840 nas duas buscas
847,1823510,286069,CONFIRMA,1896556|7978473|5060031|1538746|1437267|3452020|5054750|6453484|5160172,1896556|7978473,1896556|7978473,Sutton Grange,Sutton Grange,Mesmo wine id Vivino 1896556 nas duas buscas
848,1823588,1095579,CONFIRMA,7432271,7432271,7432271,Brand & Sons,Brand & Sons,Mesmo wine id Vivino 7432271 nas duas buscas
849,1823640,162029,CONFIRMA,1491305|2490730|2047019,1491305|2490730|2047019,1491305|2490730|2047019,Cantina Giardino,Cantina Giardino,Mesmo wine id Vivino 1491305 nas duas buscas
850,1823781,164757,CONFIRMA,1500517|1279533|3593405|6137636|5165359|2605972|6172396|2286546|6802047|1256169,1500517|1084182|6580340|12334870|7410545|6278862|13097019|13128414|1237652|4876141,1500517,Domaine du Trapadis,Domaine du Trapadis,Mesmo wine id Vivino 1500517 nas duas buscas
851,1823818,33071,CONFIRMA,1109275|4698938|1133467|2363919|7126995|13606306|1773095|5013970|1232978|8902569,1109275|9128750|2615697|4220327|3368630|11958180|13015539|1567288|1793691|6026865,1109275,Manoir de la Tête Rouge,Clos Bagatelle,Mesmo wine id Vivino 1109275 nas duas buscas
852,1823896,86549,CONFIRMA,1214445|1903930|4139164|1556068|1524393|5102709|2878267|2734908|3130222|6999373,1214445|1903930|4139164,1214445|1903930|4139164,Andreas Bender,Andreas Bender,Mesmo wine id Vivino 1214445 nas duas buscas
853,1824035,413692,CONFIRMA,2343443|2168010|80564|1879747|8208430|7288077|4824510|12911890|1764230|1522649,2343443|7005907|6039119|10482179|9702130|4518400|1738139|98386|4300288|7665689,2343443,Mount Mary,Mount Mary,Mesmo wine id Vivino 2343443 nas duas buscas
854,1824145,290866,CONFIRMA,1911534|4848|7954955|4092471,1911534|4848|7954955,1911534|4848|7954955,Opus One,Opus One,Mesmo wine id Vivino 1911534 nas duas buscas
855,1824167,114082,CONFIRMA,2213951|1280465|1182469|5523713|1403650|1406444|1390409|1105300|1458564|5921540,1280465|2213951|1182469|5523713|1403650|1406444,2213951|1280465|1182469|5523713|1403650|1406444,Château Bellegrave,Château Bellegrave,Mesmo wine id Vivino 2213951 nas duas buscas
856,1824168,10479,CONFIRMA,19271|19265|2322086|19279|19277|19274|19278|19280|19267|1490710,19271|1426411|75212|19274|19265|19279|19277|19278|19280|19267,19271|19265|19279|19277|19274|19278|19280|19267,Produttori del Barbaresco,Produttori del Barbaresco,Mesmo wine id Vivino 19271 nas duas buscas
857,1824302,41322,CONFIRMA,1134727|3117790|1878679|1131067|1134730|11351462|5891457|10732924|12057554|1134741,1134727|9534706|1184802,1134727,Castello di Gabbiano,Wongraven,Mesmo wine id Vivino 1134727 nas duas buscas
858,1824424,494435,CONFIRMA,2646469|4873123|3988902|13605276|13152980,2646469|9718439|8507210|2730685|5437820|7262934|6155655|1216083|2539030|5729357,2646469,The Crane Assembly,Vinitrio,Mesmo wine id Vivino 2646469 nas duas buscas
859,1824437,38418,CONFIRMA,1128663|1128293|1128670|1128659|1128655|8342982|1128660|1128661|1128657|1128662,1128663|7369462,1128663,Paul Pillot,Paul Pillot,Mesmo wine id Vivino 1128663 nas duas buscas
860,1824455,153168,CONFIRMA,1459216|2559071|1900507|1993261,1459216,1459216,Umani Ronchi,Umani Ronchi,Mesmo wine id Vivino 1459216 nas duas buscas
861,1824497,99856,CONFIRMA,1109766|1640225|1241969|17656|2403877|2434639|2088202|3317063|5690892|8156192,1241969|3317063|1109766|1640225|17656|2434639|2088202,1109766|1640225|1241969|17656|2434639|2088202|3317063,Château Smith Haut-Lafitte,Château Smith Haut-Lafitte,Mesmo wine id Vivino 1109766 nas duas buscas
862,1824512,1045428,CONFIRMA,1225467|1208929|7167816|1906037|1108374|1449758|1390036|5940204|8966900|1108372,7167816|2361320|5325633,7167816,Tenuta delle Terre Nere,Azienda Agricola Le Vigne di Eli,Mesmo wine id Vivino 7167816 nas duas buscas
863,1824554,685550,CONFIRMA,4498791|11125836|1483446|5748077|13481408,4498791|4934795|10610104|6558501|12396355|10129683|10540059|5600544|7160121|2023399,4498791,Tuerce Botas,Tuerce Botas,Mesmo wine id Vivino 4498791 nas duas buscas
864,1824669,5256,CONFIRMA,9474|13691949|9473|2968566|9475|2012945|1953878|9476|9477|2017826,9474,9474,Sea Smoke,Sea Smoke,Mesmo wine id Vivino 9474 nas duas buscas
865,1824749,824405,CONFIRMA,5813493|6367239|6655223|9559466|6484730|7985381|11323010,5813493,5813493,I Garagisti di Sorgono,I Garagisti di Sorgono,Mesmo wine id Vivino 5813493 nas duas buscas
866,1824932,1637477,INCONCLUSIVO,1864097|1678338|4925765|13582546|1845677|1243105|1901672|1194054|1365562|5284520,12810307|4133650|9970220|9202626|8404475|3730289|2685490|7195781|7939615,,Domaine Prieuré Roch,Domaine Clos Saint Roch,"Mesmo produtor, mas buscas trazem ids Vivino diferentes"
867,1824964,739348,CONFIRMA,5047105|1175165|89315|5678207|2248115|13784403|10909546|12559501|13234497|1187491,5047105|1175165|89315|2248115|1629761|4153752|5871525|7951282|5511386|7555951,5047105|1175165|89315|2248115,Henri Giraud,Henri Giraud,Mesmo wine id Vivino 5047105 nas duas buscas
868,1825005,514980,CONFIRMA,2730973|10137640|1152488|4710458|8598090|6215366|1173710|13039026|11878607|1305614,2730973|3764867|2554483|2364525|1228715|1655365|11850606|9846925|1429537|1408608,2730973,Paco & Lola,Paco & Lola,Mesmo wine id Vivino 2730973 nas duas buscas
869,1825069,1684611,CONFIRMA,13328186|8473845|4829702|2196852|13566764|5314737,13328186|4829702|2196852|13566764,13328186|4829702|2196852|13566764,Domaine Font de Courtedune,Domaine Font de Courtedune,Mesmo wine id Vivino 13328186 nas duas buscas
870,1825091,24882,CONFIRMA,93246|6823765,93246,93246,Te Mata,Te Mata,Mesmo wine id Vivino 93246 nas duas buscas
871,1825251,193573,CONFIRMA,1598686|1319718|1251537|1597236|2307899|1504536|1544514|2053211|1196407|1278434,1598686|2053211|1251537|84418|3512168|84186|1175271|6097052|5766710|9777326,1598686|1251537|2053211,Edoardo Miroglio,Edoardo Miroglio,Mesmo wine id Vivino 1598686 nas duas buscas
872,1825443,12020,CONFIRMA,22555|22550|6395360|7120336|1128684|22551|22549|5527306|1128681|6579583,22555|2224956|12116518|7120336,22555|7120336,Pio Cesare,Pio Cesare,Mesmo wine id Vivino 22555 nas duas buscas
873,1825471,218796,CONFIRMA,1681926|2224433|6408283|11044012|10667031|7448023|4174764|6868059|11615941|2671523,1681926|2224433|1165700|10494764|12015777|11147302|6602545|7486494|13528223|13528287,1681926|2224433,Ashton Hills,Ashton Hills,Mesmo wine id Vivino 1681926 nas duas buscas
874,1825666,315182,CONFIRMA,1991950|1210534|9055881|9847478|1831933,1991950|4344677|12116723|5290416|2949046|1542016|1972732|2312574|2018003|76147,1991950,Gembrook Hill,Gembrook Hill,Mesmo wine id Vivino 1991950 nas duas buscas
875,1825725,815663,CONFIRMA,5744694|12603736|11108184|6643569|11580741|3368659|12467234|6137810,5744694,5744694,Brothers at War,Brothers at War,Mesmo wine id Vivino 5744694 nas duas buscas
876,1825767,107574,CONFIRMA,1259465|1387134|5098142|6202305|11106129|1245614|2040699|1957132|13801530|2554547,1259465|2131154|2568368|1938612|4926|5937612|7132848|2791917|1510372|8272,1259465,Quartz Reef,Mills Reef,Mesmo wine id Vivino 1259465 nas duas buscas
877,1825781,1685122,CONFIRMA,13332150|13754571,13332150,13332150,Pattingham Vineyard,Pattingham Vineyard,Mesmo wine id Vivino 13332150 nas duas buscas
878,1825925,1416255,CONFIRMA,10209718|3200389|2057653|2000662|1186971|5093016|2631465|1999863|2057652|1585789,10209718,10209718,Torre Zambra,Torre Zambra,Mesmo wine id Vivino 10209718 nas duas buscas
879,1826106,20745,CONFIRMA,85051|6369173|7088537|6839757|3995588|9188335,85051,85051,Laurent Ponsot,Domaine Ponsot,Mesmo wine id Vivino 85051 nas duas buscas
880,1826146,1237287,CONFIRMA,8518910,8518910,8518910,Château la Vernède,Château la Vernède,Mesmo wine id Vivino 8518910 nas duas buscas
881,1826161,41957,CONFIRMA,1135844|3840090|5750613|79762|7728361|1441573|1125546|12671689|4180992|1360965,1135844,1135844,Château Pichon Baron,Château Pichon Baron,Mesmo wine id Vivino 1135844 nas duas buscas
882,1826410,64147,CONFIRMA,1174448|12202384|12391891|6737513|2691591|1795710|4880438|1224186|1134479,1174448,1174448,Negro Angelo,Negro Angelo,Mesmo wine id Vivino 1174448 nas duas buscas
883,1826451,202994,CONFIRMA,1631495,1631495|7970657|1754594|7682131|2005313|1764380|5217358|5807298|3477339|4945544,1631495,Hans Herzog - Hans Family Estate,Stoller Family Estate,Mesmo wine id Vivino 1631495 nas duas buscas
884,1826569,70811,CONFIRMA,1186911|10623882|5912303|13234448|13655910|7069175|11220038|11247834|10120807|7287820,1186911,1186911,Alter Ego,Chateau Palmer,Mesmo wine id Vivino 1186911 nas duas buscas
885,1826581,678151,CONFIRMA,5304240|4407256|11498592|5328491|1623810|2526204|11071538|1916229|4901439|11178780,4407256|11498592|5304240|1623810|5328491|2526204|4901439|11071538|11178780|11557124,5304240|4407256|11498592|5328491|1623810|2526204|11071538|4901439|11178780,Domaine Cheveau,Domaine Cheveau,Mesmo wine id Vivino 5304240 nas duas buscas
886,1826643,705570,CONFIRMA,77021|2063984|77022|1251649|2109001|2757200|9933312|1159210|1596684|4711820,4711820|1159210|77022|2063984|1532203|6870973,2063984|77022|1159210|4711820,Ramón Bilbao,Ramón Bilbao,Mesmo wine id Vivino 2063984 nas duas buscas
887,1826760,1371741,CONFIRMA,9797855|10521191|1155563,9797855|10521191|4903783|5402760|1901093,9797855|10521191,Poggio Maestrino,Poggio Maestrino,Mesmo wine id Vivino 9797855 nas duas buscas
888,1826857,539901,CONFIRMA,2902454|7970471|3016145|12268671|1180936|1966114,2902454|7970471|4906858|3016145,2902454|7970471|3016145,Domaine Desvignes,Domaine Desvignes,Mesmo wine id Vivino 2902454 nas duas buscas
889,1826924,167867,CONFIRMA,1510792|1161489,1510792|1161489,1510792|1161489,H. Lun,H. Lun,Mesmo wine id Vivino 1510792 nas duas buscas
890,1826996,423007,INCONCLUSIVO,1378672|1491565|8983146|1491560|8290443|9840643|8014343|9610063|4919487|3716978,2380446|1138561,,Bosco del Merlo,Bosco del Merlo,"Mesmo produtor, mas buscas trazem ids Vivino diferentes"
891,1827060,1212742,CONFIRMA,8308210|8335377|8308204|13146942|8308201|8308199|8308207|10816284|10883056|13146931,8308210|8335377,8308210|8335377,Amor Per La Terra,Amor Per La Terra,Mesmo wine id Vivino 8308210 nas duas buscas
892,1827247,10487,CONFIRMA,19280|19265|2322086|19279|19277|19278|19267|19271|1490710|19274,19280|4968296|12976786|78643|7856135|2751681|2261371|19265|19279|19277,19280|19265|19279|19277,Produttori del Barbaresco,Produttori del Barbaresco,Mesmo wine id Vivino 19280 nas duas buscas
893,1827297,30496,CONFIRMA,1099593|4264708|4342129|4843754|2232|623|15504|1122320|1207985|1383882,1099593|4264708|4342129|2232|623|15504|1122320|4843754|1383882|1272239,1099593|4264708|4342129|4843754|2232|623|15504|1122320|1383882,C.G. di Arie,C.G. di Arie,Mesmo wine id Vivino 1099593 nas duas buscas
894,1827421,1562535,CONFIRMA,11794666|2129109,11794666|5951822|1137304|11547366|10074621|1922759|1380915|7136609|1506327|1961295,11794666,Caymus Vineyards,Caymus Vineyards,Mesmo wine id Vivino 11794666 nas duas buscas
895,1827577,1217464,CONFIRMA,8351629,8351629|78720|1149281|1136029|7684161|1267982|7103|12393|8195|1835,8351629,Aura di Valerie,Aura di Valerie,Mesmo wine id Vivino 8351629 nas duas buscas
896,1827615,472408,CONFIRMA,2571100|7970558|8012589|3907116|2573208|2396119|9437287,2571100,2571100,Agri Segretum,Agri Segretum,Mesmo wine id Vivino 2571100 nas duas buscas
897,1827763,1539791,CONFIRMA,11476307|10548883|2422|4000|4006|2601381|4003|7656070|2423|3106050,11476307|10548883|4481153|7972534|11725678|5326523,11476307|10548883,Robert Mondavi Private Selection,Robert Mondavi Private Selection,Mesmo wine id Vivino 11476307 nas duas buscas
898,1827788,1637109,CONFIRMA,12806813|12762277|12918460|4372276|6168785|5722320|13369616|13603960|13204147|13379712,12806813|12762277,12806813|12762277,Ricardelle de Lautrec,Ricardelle de Lautrec,Mesmo wine id Vivino 12806813 nas duas buscas
899,1827826,17242,CONFIRMA,77418|1299866|11081586|1179238|8764311,77418|1179238|5168190|77434|1382375|1981094,77418|1179238,Ferraton Père & Fils,Ferraton Père & Fils,Mesmo wine id Vivino 77418 nas duas buscas
900,1827982,1133375,CONFIRMA,7637590|1188051|6330129|6361702|4639768|1508049|11135439|7118591|8351596|12506280,7637590|12506280,7637590|12506280,Marc Delienne,Marc Delienne,Mesmo wine id Vivino 7637590 nas duas buscas
901,1828016,6776,CONFIRMA,12352|1674496|1897192|7684131|2318412|4986987|11111983|3651967|12355|12350,12352|5576821,12352,Deerfield Ranch,Deerfield Ranch,Mesmo wine id Vivino 12352 nas duas buscas
902,1828045,381468,CONFIRMA,7587471|13323237|2232563,2232563|4582941|3743393|2267320|1180859|2494473|2139412|1601864|1316720|1577267,2232563,Viña Costeira,Casa Da Barrosa,Mesmo wine id Vivino 2232563 nas duas buscas
903,1828133,792766,CONFIRMA,5528521|10151007|6505399|12866887|12775091,5528521|2348999,5528521,Bieler,Bieler,Mesmo wine id Vivino 5528521 nas duas buscas
904,1828156,1686890,INCONCLUSIVO,7178015|12401735|1279434|10072329|3716978|4919487|8829198|7544351|4664750|9224416,13348438,,Bosco del Merlo,Bosco del Merlo,"Mesmo produtor, mas buscas trazem ids Vivino diferentes"
905,1828184,191870,CONFIRMA,1592890|8564247|5721972|2390655|12150107|1242852|2585596|3633326|8830584|5269289,1592890,1592890,Wild Duck Creek Estate,Wild Duck Creek Estate,Mesmo wine id Vivino 1592890 nas duas buscas
906,1828229,637982,CONFIRMA,3995001|3969217,3995001,3995001,Radley & Finch,Radley & Finch,Mesmo wine id Vivino 3995001 nas duas buscas
907,1828373,544541,CONFIRMA,1289969|2178713|1528894|6571649|3750680|1161852|1503176|4253745|2707762|2352008,2937265|6571649|1208676|1528894|1553910|6492204|5580719|3750680|4320842|5740462,1528894|6571649|3750680,Château de Puisseguin,Chateau Puisseguin La Rigodrie,Mesmo wine id Vivino 1528894 nas duas buscas
908,1828389,507746,CONFIRMA,2695604|2144255|1667367|12746443|3740241|6318227|3601890|3772010|21369|7383570,2695604|1667367,2695604|1667367,Bindi Sergardi,Bindi Sergardi,Mesmo wine id Vivino 2695604 nas duas buscas
909,1828401,123041,CONFIRMA,1315238|5292950|9057055|3036557|9998064|11275096|3560920|4715692|9434594|6656409,1315238|99234|99233|2145352|5500549|12419192,1315238,Gancia,Nino Franco,Mesmo wine id Vivino 1315238 nas duas buscas
910,1828589,65641,CONFIRMA,1177260|6541487|1750282|1178261|7041494|5941689|5662130|1986897|1987784|1525361,1177260,1177260,Domaine Marcel Lapierre,Domaine Marcel Lapierre,Mesmo wine id Vivino 1177260 nas duas buscas
911,1828647,712059,CONFIRMA,4774696|6328639|4156410|5310829|4567741|4184529,4774696|6328639,4774696|6328639,Domaine Lafarge Vial,Domaine Lafarge Vial,Mesmo wine id Vivino 4774696 nas duas buscas
912,1828686,28973,CONFIRMA,779159|779156|1980695|11708810|779157|2255956|4483555|2718290|1165732,779159|779156|11708810,779159|779156|11708810,Marc Sorrel,Marc Sorrel,Mesmo wine id Vivino 779159 nas duas buscas
913,1828816,1290221,CONFIRMA,9003934|6368894|2593709|6950752|13224059|9829830|7233427,9003934|6368894,9003934|6368894,Whicher Ridge,Whicher Ridge,Mesmo wine id Vivino 9003934 nas duas buscas
914,1828851,638932,CONFIRMA,4000788|1253112|1421142|1134739|3933306|1837715|2645560|2164879|13129893|1892606,4000788,4000788,Castello di Radda,Castello di Radda,Mesmo wine id Vivino 4000788 nas duas buscas
915,1828852,273878,CONFIRMA,1858612|1196227|2113484|7300928|1203368,1858612|1100122|15194|79969|2302584|1840326|1413868|77770|1407048|1100692,1858612,Attilio Ghisolfi,Attilio Ghisolfi,Mesmo wine id Vivino 1858612 nas duas buscas
916,1828872,165077,CONFIRMA,1501686|1181212|6428263|9420353|6867280|12532302,1501686,1501686,Crêt de Bine,Crêt de Bine,Mesmo wine id Vivino 1501686 nas duas buscas
917,1828939,1385395,CONFIRMA,9924838|9924846|5050225|10203371|10290691|10465866|11357707|8606340|12851294|9924845,9924838|5050225|5896295|4926|1277345|11347374|1198261|2791917|1510372|8272,9924838|5050225,Small Victories Wine Co,Small Victories Wine Co,Mesmo wine id Vivino 9924838 nas duas buscas
918,1829061,845680,CONFIRMA,6001771|13307839,6001771|13594394|13307839|7768084,6001771|13307839,Domaine Mee Godard,Domaine Mee Godard,Mesmo wine id Vivino 6001771 nas duas buscas
919,1829196,58117,INCONCLUSIVO,98166|9941082|12034221|5730964|6660921|1172448|83520|11283752|2180002|6555938,1163413,,Château Calon-Ségur,Château Phélan Ségur,"Mesmo produtor, mas buscas trazem ids Vivino diferentes"
920,1829315,10487,CONFIRMA,19280|19265|2322086|19279|19277|19278|19267|19271|1490710|19274,19280|4968296|12976786|78643|7856135|2751681|2261371|19265|19279|19277,19280|19265|19279|19277,Produttori del Barbaresco,Produttori del Barbaresco,Mesmo wine id Vivino 19280 nas duas buscas
921,1829320,245422,CONFIRMA,1768500|1734343|2419992|11904113|21666|5418685|9085549|5036114|11640671|11891243,1768500|1734343|2419992|11904113,1768500|1734343|2419992|11904113,Poggio Argentiera,Tenuta Argentiera,Mesmo wine id Vivino 1768500 nas duas buscas
922,1829501,266269,CONFIRMA,1971582|1835643,1835643|1971582|7621099|1536815|9465999|5563014|5089005|1179675|2497056|1125436,1971582|1835643,Steeve Charvet,Domaine Charvet Jean-Paul,Mesmo wine id Vivino 1971582 nas duas buscas
923,1829571,233342,CONFIRMA,1729950|1516082|8820669|13111967|5249937|5326735|92204|1698263|1597163|6867006,1729950,1729950,Escarpment Vineyard,Escarpment Vineyard,Mesmo wine id Vivino 1729950 nas duas buscas
924,1829580,104320,CONFIRMA,1251359|1232167|1315031|1507924|1594380|4404954|9637807|3491460|1783348|13621109,1251359|1219468|1622997|13680774|1306459|7216674|2186503|6749874|1242319|7290555,1251359,Cascina Adelaide,Cascina Adelaide,Mesmo wine id Vivino 1251359 nas duas buscas
925,1829648,28535,CONFIRMA,100777|2396179|100779|1801979|10643010,100777|2396179|1376486|4726846|13623795|4300684|6659775|1101357|11558499|7270696,100777|2396179,Pascal Cotat,Pascal Cotat,Mesmo wine id Vivino 100777 nas duas buscas
926,1829652,423494,CONFIRMA,2382231|2308706|1817721|3764480|5029940|47054|1873786|1247743|1417296|47034,2382231|1817721,2382231|1817721,Blue Nun,Blue Nun,Mesmo wine id Vivino 2382231 nas duas buscas
927,1829697,1484001,CONFIRMA,10883388|13171389|13171386|9247542|12777329|8127849|12777334|93189,10883388,10883388,Marco Lubiana,Marco Lubiana,Mesmo wine id Vivino 10883388 nas duas buscas
928,1829794,859120,CONFIRMA,6140834|1674623|4637047|5792919|5450484,6140834,6140834,Domaine Santa Duc,Domaine Santa Duc,Mesmo wine id Vivino 6140834 nas duas buscas
929,1829851,182085,CONFIRMA,1557986|16536|1215349|1134427|1255238|2432735|16539|1885214|12360032|16562,1557986|16536|1134427|1255238|1885214|2432735|16539|1215349|12360032,1557986|16536|1215349|1134427|1255238|2432735|16539|1885214|12360032,Domaine Jacques Prieur,Domaine Jacques Prieur,Mesmo wine id Vivino 1557986 nas duas buscas
930,1829910,13209,CONFIRMA,31534|8857084|7803866|4233785,31534|4437303|12854991,31534,Mud House,South Island,Mesmo wine id Vivino 31534 nas duas buscas
931,1829934,1693269,CONFIRMA,13403321|1313288|4426481,13403321|1313288|4426481,13403321|1313288|4426481,Olivier Horiot,Olivier Horiot,Mesmo wine id Vivino 13403321 nas duas buscas
932,1830075,121364,CONFIRMA,1310041|75965|80710|1202297|2402077|1747511|7198381|75962|75966|1511415,1310041|5818101|9292508|8890793|1169153|11503370|1675618|2028355|2268435|2427167,1310041,Ernie Els,Ernie Els,Mesmo wine id Vivino 1310041 nas duas buscas
933,1830086,293842,CONFIRMA,1922137|5445291|1776823|1099035|2693654|1099011|1411375|1637665,1922137|5445291,1922137|5445291,Hartford Court,Hartford Court,Mesmo wine id Vivino 1922137 nas duas buscas
934,1830102,42554,CONFIRMA,1136718|88318|1253004|1766669|4996408|4170379|1744274|12782091|88319|88321,1136718|88318|1253004|1591600|1173606|11524128|12041925|4089300|13614026,1136718|88318|1253004,Felton Road,Bannockburn Vineyards,Mesmo wine id Vivino 1136718 nas duas buscas
935,1830138,29422,CONFIRMA,981448|3376880|8808900|1173569|825163|11979422|1152831|10738908|1165577|1168822,981448|3376880|1173569|825163|8808900|10738908|3198781|1083989|825166|1083990,981448|3376880|8808900|1173569|825163|10738908,Château de Saint Cosme,Château de Saint Cosme,Mesmo wine id Vivino 981448 nas duas buscas
936,1830249,209051,CONFIRMA,1650336|9880567,1650336|12247376|1414769|9156714|2166702|8092030|4884125|7780676|8208328|1738296,1650336,Daniel Bouland,Arnaud Aucoeur,Mesmo wine id Vivino 1650336 nas duas buscas
937,1830310,132972,CONFIRMA,1380888|8883807|5246884|1440215|1424220|4525697|1459376|4603472|4851773|8827985,1380888|8072607,1380888,Paolo Petrilli,Paolo Petrilli,Mesmo wine id Vivino 1380888 nas duas buscas
938,1830318,1008838,CONFIRMA,6977479|8924923|8039569|9678108|9466357|7509596|13157535|8929846|6596591|13379668,6977479,6977479,Place of Changing Winds,Place of Changing Winds,Mesmo wine id Vivino 6977479 nas duas buscas
939,1830363,635750,CONFIRMA,3978548|12538794|9767458|1172856|3234585|1434500|1217639|7658373,3978548|12538794|9767458,3978548|12538794|9767458,Girolamo Russo,Girolamo Russo,Mesmo wine id Vivino 3978548 nas duas buscas
940,1830596,1114843,CONFIRMA,7535501|13143909|12835902|12259732|6608629|9774758,7535501|9774758|12259732|10331479,7535501|12259732|9774758,Azienda Agricola Edoardo Dottori,Azienda Agricola Edoardo Dottori,Mesmo wine id Vivino 7535501 nas duas buscas
941,1830715,907615,CONFIRMA,6417235|5443179|4611406|8685176|4881222|11921998|6341252|6314136,6417235,6417235,Son Vich de Superna,Son Vich de Superna,Mesmo wine id Vivino 6417235 nas duas buscas
942,1830745,2492,CONFIRMA,4774,4774,4774,Roger Lassarat,Roger Lassarat,Mesmo wine id Vivino 4774 nas duas buscas
943,1830802,1266734,CONFIRMA,8777454|12553559|10775788|12683061|2175131|5114131|4187485|6977938|2529396|1237073,8777454|12553559|10775788|12683061|1479673|1206948|9988639|1491150|7503389,8777454|12553559|10775788|12683061,Bodegas del Mundo,Bodegas del Mundo,Mesmo wine id Vivino 8777454 nas duas buscas
944,1830972,10484,CONFIRMA,19277|19265|19279|19278|2322086|19280|19267|19271|1490710|19274,19277|12028343|1161621|19265|19279,19277|19265|19279,Produttori del Barbaresco,Produttori del Barbaresco,Mesmo wine id Vivino 19277 nas duas buscas
945,1831052,61357,CONFIRMA,1169280|11068072,1169280|11068072,1169280|11068072,Poderi Colla,Poderi Colla,Mesmo wine id Vivino 1169280 nas duas buscas
946,1831158,849282,CONFIRMA,6033275|8033932|12870321|2814494|13721529|2437274|2107177|1797230|2087904|1478255,6033275|8033932|13721529|12870321|5196990|10354230|7646752|2277629|9961362|8160498,6033275|8033932|12870321|13721529,Jean-Claude Ramonet,Jean Féry & Fils,Mesmo wine id Vivino 6033275 nas duas buscas
947,1831298,627678,CONFIRMA,3889080|12062965|1183546|1289879|1296718|1222444|1193845|1445437|1289874|12798829,3889080|12062965,3889080|12062965,Ken Wright Cellars,Ken Wright Cellars,Mesmo wine id Vivino 3889080 nas duas buscas
948,1831306,254198,CONFIRMA,1796481|5223|6234095|8494694|4956831|8805583|1887483|2733564|1668337|6300541,1796481|9053353|7911054|7058655,1796481,Wolffer,Wölffer Estate,Mesmo wine id Vivino 1796481 nas duas buscas
949,1831453,1333088,CONFIRMA,9435160|6398569|7951320,9435160|6398569|1174609|7207131|4397503|7137672|1459310|7187350|5760871|1682674,9435160|6398569,La Maison Romane,La Maison Romane,Mesmo wine id Vivino 9435160 nas duas buscas
950,1831499,15185,CONFIRMA,73251|5386813|1857855|1310133|7810942|2874642|1824936|2450874,73251|1310133|2874642|1824936|2450874|1450167|1601798|5987755|2130194|7237772,73251|1310133|2874642|1824936|2450874,Bouchard Père & Fils,Bouchard Père & Fils,Mesmo wine id Vivino 73251 nas duas buscas
951,1831514,1636223,CONFIRMA,12795836|9818327|9954902|10209168|4398861|10755956|8152793|6175542|8143195|9718482,12795836|8114520,12795836,Union Sacré,Union Sacré,Mesmo wine id Vivino 12795836 nas duas buscas
952,1831552,97035,CONFIRMA,1236432|1838535|84066|84065|1210041|84064|11915327|84068|1194532|1187205,1236432|1838535|84064|1210041|84068,1236432|1838535|1210041|84064|84068,Quintarelli Giuseppe,Quintarelli Giuseppe,Mesmo wine id Vivino 1236432 nas duas buscas
953,1831576,200666,CONFIRMA,1622384|1654532|11355287|6097092|1207221|2127014|2361628|2715925|1948531|88440,1622384|6376710|77545|2098713|1997585|6955019|10269882,1622384,E. Pira & Figli Chiara Boschis,G.Boido & Figli,Mesmo wine id Vivino 1622384 nas duas buscas
954,1831718,776750,CONFIRMA,5392199|5392225|7513657|5392213,5392199|6498335|5392202|2298984|11362295|5392193|7263332|7513657,5392199|7513657,Jäger,Jäger,Mesmo wine id Vivino 5392199 nas duas buscas
955,1832233,161817,CONFIRMA,1490518|1544037|1215147|1277812|1169879|1375186|5166341|5269529|2312498,1490518|1544037,1490518|1544037,Waipara West,Waipara West,Mesmo wine id Vivino 1490518 nas duas buscas
956,1832505,235884,CONFIRMA,1737985|9924|12917061|6228579|9914|2651442|1772555|5447540|1627307|5545145,1737985|9924,1737985|9924,Jean-Max Roger,Jean-Max Roger,Mesmo wine id Vivino 1737985 nas duas buscas
957,1832565,770825,CONFIRMA,5351019,5351019,5351019,La Capuccina,La Capuccina,Mesmo wine id Vivino 5351019 nas duas buscas
958,1832577,3427,CONFIRMA,6289|6856342|6290|6292|6295|2360601|2682136|1594961|1448765|2123571,6289|6856342|3824018|6295|1219709|1594961|1448765|2123571|2424221|6800732,6289|6856342|6295|1594961|1448765|2123571,Lucien Muzard & Fils,Lucien Muzard & Fils,Mesmo wine id Vivino 6289 nas duas buscas
959,1832618,32475,CONFIRMA,1107336|13349112|5800722|1107342|8437360|1107322|2653222|1107314|1107318|12097979,1107336|2387595|10676298|1136381,1107336,Stag's Leap Wine Cellars,Stag's Leap Wine Cellars,Mesmo wine id Vivino 1107336 nas duas buscas
960,1832647,226241,CONFIRMA,1707343|2157402|6789099|10959307|1204608|3168917|6053104|1223404|1236127|6577354,1707343|6053104|2157402|6789099|10959307,1707343|2157402|6789099|10959307|6053104,Cascina del Pozzo,Cascina del Pozzo,Mesmo wine id Vivino 1707343 nas duas buscas
