pair_id,source_wine_id,canonical_wine_id,verdict,source_vivino_ids,canonical_vivino_ids,shared_vivino_ids,source_top_producer,canonical_top_producer,reason
,1757746,61703,CONFIRMA,1169877,1169877,1169877,Rocca di Montegrossi,Rocca di Montegrossi,Mesmo wine id Vivino 1169877 nas duas buscas
,1757941,189959,CONFIRMA,1585483|9306455|88154,1585483,1585483,Château Plaisance,Château Plaisance,Mesmo wine id Vivino 1585483 nas duas buscas
,1758373,299143,CONFIRMA,1938871|2443358,1938871|2443358,1938871|2443358,Domaine du Penlois,Domaine du Penlois,Mesmo wine id Vivino 1938871 nas duas buscas
,1758521,1093475,CONFIRMA,7421220,7421220,7421220,Domaine Les Gryphées,Domaine Les Gryphées,Mesmo wine id Vivino 7421220 nas duas buscas
,1758547,212395,INCONCLUSIVO,5016326,1661712|1128239|1419236|8859730|1646023,,Domaine Rostaing,Domaine Rostaing,"Mesmo produtor, mas buscas trazem ids Vivino diferentes"
,1758944,1070114,CONFIRMA,7303030|2032226,7303030,7303030,Jérémie Huchet,Jérémie Huchet,Mesmo wine id Vivino 7303030 nas duas buscas
,1759126,9132,CONFIRMA,16668,16668,16668,Lucien Crochet,Lucien Crochet,Mesmo wine id Vivino 16668 nas duas buscas
,1759179,212404,CONFIRMA,1661738,1661738,1661738,Domaine Gaston & Pierre Ravaut,Domaine Gaston & Pierre Ravaut,Mesmo wine id Vivino 1661738 nas duas buscas
,1759228,133775,CONFIRMA,1383918|1159434|2021114|1164587|2196596,1383918,1383918,Château Redortier,Château Redortier,Mesmo wine id Vivino 1383918 nas duas buscas
,1759392,319363,CONFIRMA,2005793,2005793,2005793,Leth,Leth,Mesmo wine id Vivino 2005793 nas duas buscas
,1759608,202555,CONFIRMA,1629639|5233305,1629639,1629639,Bret Brothers,Bret Brothers,Mesmo wine id Vivino 1629639 nas duas buscas
,1759976,519594,CONFIRMA,2756688,2756688,2756688,Luis A. Rodriguez Vazquez,Luis A. Rodriguez Vazquez,Mesmo wine id Vivino 2756688 nas duas buscas
,1760119,95963,CONFIRMA,1234129,1234129,1234129,Domaine Duseigneur,Domaine Duseigneur,Mesmo wine id Vivino 1234129 nas duas buscas
,1791500,1324167,INCONCLUSIVO,,9350462,,Dr. Loosen,Weingut Prälat,Busca source ficou ambigua e sem link Vivino claro; canonical aponta Weingut Prälat
,1792512,577836,CONFIRMA,4771692|3085548|7383505|5744370|2110640,3085548|4771692|7383505|1268067|4835828|15194|4990958|2110640|5744370,4771692|3085548|7383505|5744370|2110640,Fabio Gea,Fabio Gea,Mesmo conjunto de ids Vivino Fabio Gea nas duas buscas
,1793290,435887,CONFIRMA,2430540,2430540,2430540,Evesham Wood,Evesham Wood,Mesmo wine id Vivino 2430540 nas duas buscas
,1797453,841188,CONFIRMA,5962258,5962258,5962258,Josh Cellars,Josh Cellars,Mesmo wine id Vivino 5962258 nas duas buscas
,1797495,615337,CONFIRMA,3761150|5610987,3761150,3761150,Mandrágora Viños,Mandrágora Viños,Mesmo wine id Vivino 3761150 nas duas buscas
,1798989,445226,CONFIRMA,2464406|2951183|1219153|1188261,2464406,2464406,Santa Florentina,Santa Florentina,Mesmo wine id Vivino 2464406 nas duas buscas
,1799176,522492,CONFIRMA,2774151|1137862|1135969,2774151|1137872,2774151,Paolo Bea,Paolo Bea,Mesmo wine id Vivino 2774151 nas duas buscas
,1799178,7065,CONFIRMA,12866,12866,12866,Domaine William Fèvre,Domaine William Fèvre,Mesmo wine id Vivino 12866 nas duas buscas
,1800544,1081189,CONFIRMA,7360191|1289984|1213004|1178678|1203420|3155590,7360191|1178678,7360191|1178678,Pierre Girardin,Pierre Girardin,Mesmo wine id Vivino 7360191 nas duas buscas
,1801348,459739,CONTRADIZ,1768871,2521726,,Daniel Pollier,Marie-Odile Feerrot et Daniel Dyon,Daniel Pollier nao e Marie-Odile Feerrot et Daniel Dyon no Vivino
,1803269,555619,CONFIRMA,3062195,3062195,3062195,Francois et Antoine Jobard,Francois et Antoine Jobard,Mesmo wine id Vivino 3062195 nas duas buscas
,1803328,283890,CONFIRMA,1889918|10831664|5245035,1889918,1889918,Jose Antonio García,Jose Antonio García,Mesmo wine id Vivino 1889918 nas duas buscas
,1803590,746066,CONFIRMA,5113661,5113661,5113661,Bad Brothers,Bad Brothers,Mesmo wine id Vivino 5113661 nas duas buscas
,1803900,201716,CONFIRMA,1626074|6539209,1626074,1626074,Elio Altare,Elio Altare,Mesmo wine id Vivino 1626074 nas duas buscas
,1805508,16896,CONFIRMA,76639,76639,76639,Domaine Fournier Père et Fils,Domaine Fournier Père et Fils,Mesmo wine id Vivino 76639 nas duas buscas
,1806630,1331996,CONFIRMA,9423453,1201280|2497021|1214643|9423453,9423453,Cartoixa de Montsalvat,Cartoixa de Montsalvat,Mesmo wine id Vivino 9423453 nas duas buscas
,1806788,1678932,CONFIRMA,13269370,13269370|10556995,13269370,André Bonhomme,André Bonhomme,Mesmo wine id Vivino 13269370 nas duas buscas
,1810408,1120463,CONFIRMA,7567101,7567101,7567101,Domaine des Malandes,Domaine des Malandes,Mesmo wine id Vivino 7567101 nas duas buscas
,1810953,46673,CONFIRMA,1144477|1144633|1291523,1144477,1144477,Casa Silva,Casa Silva,Mesmo wine id Vivino 1144477 nas duas buscas
,1811435,81183,CONFIRMA,1205162,1205162,1205162,Copper Moon,Copper Moon,Mesmo wine id Vivino 1205162 nas duas buscas
,1811938,1070601,CONFIRMA,7304887,7304887,7304887,What the Phoque,What the Phoque,Mesmo wine id Vivino 7304887 nas duas buscas
,1813466,1481979,CONFIRMA,10864276,10864276,10864276,BenMarco,BenMarco,Mesmo wine id Vivino 10864276 nas duas buscas
,1815136,1504993,CONFIRMA,11098287,11098287,11098287,Domaine Engel,Domaine Engel,Mesmo wine id Vivino 11098287 nas duas buscas
,1815317,2385,CONFIRMA,4601,4601,4601,Cono Sur,Cono Sur,Mesmo wine id Vivino 4601 nas duas buscas
,1815666,142074,CONFIRMA,1417429,1417429,1417429,Yering Station,Yering Station,Mesmo wine id Vivino 1417429 nas duas buscas
,1825922,73771,CONFIRMA,1192334,1192334,1192334,Mission Hill Family Estate,Mission Hill Family Estate,Mesmo wine id Vivino 1192334 nas duas buscas
,1826190,1139782,CONTRADIZ,6967259|4022142|1206324|1185345|8655436|1661201,7679707,,Martini & Rossi,Fratelli Martini,Martini & Rossi Asti DOCG nao e Fabio Rossi Lambrusco Emilia Rosso
,1826311,223863,CONFIRMA,1698930|1258473|2814164|1488150|6362600|2365663|8425345|8932817,1698930|1258473|2365663|8932817|8425345,1698930|1258473|2365663|8425345|8932817,Jean-Yves Devevey,Jean-Yves Devevey,Mesmo wine id Vivino 1698930 nas duas buscas
,1826317,819157,CONFIRMA,2285878|5776505|5290752|1508520,5776505|5290752|1296257,5776505|5290752,Jean-Yves Devevey,Jean-Yves Devevey,Mesmo wine id Vivino 5776505 nas duas buscas
,1841575,294832,CONFIRMA,1925107,1925107,1925107,Domaine des Quatre Vents,Domaine des Quatre Vents,Mesmo wine id Vivino 1925107 nas duas buscas
,1844231,999458,CONFIRMA,6913498,6913498,6913498,Matías Riccitelli,Matías Riccitelli,Mesmo wine id Vivino 6913498 nas duas buscas
,1862507,759874,CONFIRMA,5261928,5261928,5261928,Guarda Rios,Guarda Rios,Mesmo wine id Vivino 5261928 nas duas buscas
,1862509,1451039,CONFIRMA,171771791|10568920,10568920|10959253|12603835,10568920,Casa Santos Lima,Casa Santos Lima,Mesmo wine id Vivino 10568920 nas duas buscas
,1862858,202733,CONFIRMA,1630183,1630183,1630183,Carlos Basso,Carlos Basso,Mesmo wine id Vivino 1630183 nas duas buscas
,1907650,250179,INCONCLUSIVO,1185571,1783642,,Château Ste Anne,Château de La Tour Sainte Anne,Buscas retornam ids Vivino diferentes sem contradicao clara de produtor
,1913030,403945,CONFIRMA,2306366|5063600,5063600|2306366,2306366|5063600,Domaine Gigou,Domaine Gigou,Mesmo wine id Vivino 2306366 nas duas buscas
,1933554,134708,CONFIRMA,1389368,1389368,1389368,Prà,Prà,Mesmo wine id Vivino 1389368 nas duas buscas
,1945730,9781,CONFIRMA,17969,17969,17969,Santadi,Santadi,Mesmo wine id Vivino 17969 nas duas buscas
,1996082,1504792,CONFIRMA,11096768|1180800|1300695,11096768|5806103,11096768,Antonella Corda,Antonella Corda,Mesmo wine id Vivino 11096768 nas duas buscas
,2047928,3974,CONFIRMA,7201|7205|7198,7201|7184|1635479,7201,Louis Latour,Louis Latour,Mesmo wine id Vivino 7201 nas duas buscas
,2055748,112303,CONFIRMA,1274409|39364|8468663,1274409,1274409,Sébastien Magnien,Sébastien Magnien,Mesmo wine id Vivino 1274409 nas duas buscas
,2056770,364131,CONFIRMA,2503320|1688495|1660756|2175479|2148217|9992954|6680576|12662450|4647493,2169940|7448033|12662450|7838784,12662450,Eagle Creek,Red Eagle,Mesmo wine id Vivino 12662450 nas duas buscas
,2062117,1536598,CONFIRMA,11436660|11238247,11436660|11238247,11436660|11238247,Zanotto,Zanotto,Mesmo wine id Vivino 11436660 nas duas buscas
,2116468,299211,INCONCLUSIVO,,1939025,,Domaine de Perillière,Domaine de Bel Air La Côte,Busca source nao trouxe link Vivino util no top 10
,2134163,91558,CONFIRMA,1224478,1224478,1224478,Chessa,Chessa,Mesmo wine id Vivino 1224478 nas duas buscas
,2237648,775011,CONFIRMA,5378508,5378508,5378508,Jim Barry,Jim Barry,Mesmo wine id Vivino 5378508 nas duas buscas
,2238271,68052,CONFIRMA,1181831|1098855|1098851|1179957,1181831,1181831,Domaine Jean-Louis Chave,Domaine Jean-Louis Chave,Mesmo wine id Vivino 1181831 nas duas buscas
,2346787,1178265,CONFIRMA,8003932,8003932|1426778|3252240|9474|3419491|10205975|4719|7689362,8003932,Sea Sun,Sea Sun,Mesmo wine id Vivino 8003932 nas duas buscas
,2351394,1238080,CONFIRMA,8522453,8522453,8522453,Risata,Risata,Mesmo wine id Vivino 8522453 nas duas buscas
,2366637,117854,INCONCLUSIVO,9554980|1161224|1966667|5402668|19264|5965445,1297236|1229755,,Silvano Bolmida,Silvano Bolmida,Buscas retornam ids Vivino diferentes sem contradicao clara de produtor
,2366671,89850,CONFIRMA,7897799|1254688|19264|1133393|5563504|11137818|1218739|7193200|1655967,1966667|1197302|5965445|1555121|11137818|1133393|1635582|1985651|11186764,1133393|11137818,Cantina del Ciabot,Pertinace,Mesmo wine id Vivino 1133393 nas duas buscas
,2430080,666514,CONFIRMA,5386395|1453837|7983142|4618307|1249974|4458952,5386395|4458952|4618307|1453837|7084062|7983142|1249974,5386395|1453837|7983142|4618307|1249974|4458952,Leone di Venezia,Leone di Venezia,Mesmo wine id Vivino 5386395 nas duas buscas
,2459102,1639107,INCONCLUSIVO,8329858|1938964|4156725|5326950|7588837|9621868|4838704|2496912,12833788,,Francois Carillon,Francois Carillon,Buscas retornam ids Vivino diferentes sem contradicao clara de produtor
,2486954,872769,CONFIRMA,1624564|6230020|87760,6230020|87760|1227647|1624564|9374277|87762|1597506,1624564|6230020|87760,Domaine Roulot,Domaine Roulot,Mesmo wine id Vivino 1624564 nas duas buscas
,2654036,173346,CONFIRMA,1530504|1270336|6135743,1530504|1270336,1530504|1270336,Filipa Pato,Filipa Pato,Mesmo wine id Vivino 1530504 nas duas buscas
,2680389,1456099,CONFIRMA,10071704|11485354|8791781|5819195|1202223|12994427|7634912|13761671|2487327,10071704|2580334|11485354|1319988|10992844|7575202|10082003|7733758|11074876,10071704|11485354,Tão Longe Tão Perto,Tão Longe Tão Perto,Mesmo wine id Vivino 10071704 nas duas buscas
,1919162,229527,CONFIRMA,1718504|1884747|12319163|2332104|9822965,1718504|3267031|1884747|1462301|2390863,1718504|1884747,Saint Clair Family Estate,Saint Clair Family Estate,Mesmo wine id Vivino 1718504 nas duas buscas
,2005905,1427615,CONFIRMA,10330043|5889525|1142714|35374|12135781,10330043|1142714|4666441|5813250|1136710,10330043|1142714,Borsao Bodegas,Borsao Bodegas,Mesmo wine id Vivino 10330043 nas duas buscas
,2178222,453,CONFIRMA,875,875,875,Hacienda Monasterio,Hacienda Monasterio,Mesmo wine id Vivino 875 nas duas buscas
,2384931,1388855,CONFIRMA,9954581|10039521,9954581|10039521,9954581|10039521,Morandé,Morandé,Mesmo wine id Vivino 9954581 nas duas buscas
,2494005,1727258,CONFIRMA,13701098,13701098,13701098,Domaine Vincey,Domaine Vincey,Mesmo wine id Vivino 13701098 nas duas buscas
,2645818,124998,INCONCLUSIVO,,1320615,,,Cala Blanca,Busca source nao trouxe link Vivino util no top 10
,2666713,722398,CONFIRMA,4881788,4881788|9724317|6806088|2527864|1698953|1992421|7591279|7482904|1809635|1426778,4881788,Small Island,Small Island,Mesmo wine id Vivino 4881788 nas duas buscas
,1752622,10070,CONFIRMA,4670889|18555|18556,18556|18555,18555|18556,Château Gazin,Château Gazin,Mesmo wine id Vivino 18555 nas duas buscas
,1754171,1146609,CONFIRMA,2406082|7088991|1175180,7727278|2406082,2406082,Marqués de Murrieta,Marqués de Murrieta,Mesmo wine id Vivino 2406082 nas duas buscas
,1754902,5389,CONFIRMA,9712,9712,9712,Casanova di Neri,Casanova di Neri,Mesmo wine id Vivino 9712 nas duas buscas
,1759719,29010,CONFIRMA,779232,779232|12787937|2230324|7552946|779230|13105894|7954722|5327079,779232,Pierre Morey,Pierre Morey,Mesmo wine id Vivino 779232 nas duas buscas
,1791963,46694,CONFIRMA,170607632|1144510,1144510,1144510,Ridge Vineyards,Ridge Vineyards,Mesmo wine id Vivino 1144510 nas duas buscas
,1796209,1640646,INCONCLUSIVO,11505458|4314743|3388091,12849726,,Château Larrivet Haut-Brion,Château Larrivet Haut-Brion,Buscas retornam ids Vivino diferentes sem contradicao clara de produtor
,1798761,40409,CONFIRMA,1133044|1111517|1129853,1133044|3987247|1178163|4089,1133044,Château Milon,Château Clerc Milon,Mesmo wine id Vivino 1133044 nas duas buscas
,1801423,728338,CONFIRMA,4929039|1984784|65994|10586156|68854|1199341|66054|6451268,4929039|65994|2424352|6567753|4273202|68854|11170783,4929039|65994|68854,Alta Vista,Alta Vista,Mesmo wine id Vivino 4929039 nas duas buscas
,1804127,1422477,CONFIRMA,10268853,10268853|2075328|1665101|11009971|9460762,10268853,I Custodi,I Custodi,Mesmo wine id Vivino 10268853 nas duas buscas
,1808654,7367,CONFIRMA,13428,13428,13428,Leone de Castris,Leone de Castris,Mesmo wine id Vivino 13428 nas duas buscas
,1809292,31018,CONFIRMA,1100747,1100747|3130395|1856143,1100747,Domaine Vacheron,Domaine Vacheron,Mesmo wine id Vivino 1100747 nas duas buscas
,1809428,1129963,CONFIRMA,12667610|7619325|90208|8550440|1588643|6648822,12667610|7619325|8550440|3570911|4823782|4004581,12667610|7619325|8550440,Finca Magnolia,Finca Magnolia,Mesmo wine id Vivino 12667610 nas duas buscas
,1810879,48906,CONFIRMA,1147887|35374|1890353|1657138,1147887|35374|1136710|1890353|1657138,1147887|35374|1890353|1657138,Borsao Bodegas,Borsao Bodegas,Mesmo wine id Vivino 1147887 nas duas buscas
,1811074,26145,CONFIRMA,95881|5614615|7503274|5374524|2722206|4316662,95881,95881,Silver Palm,Silver Palm,Mesmo wine id Vivino 95881 nas duas buscas
,1811247,323133,CONFIRMA,2017637,159511354|2017637,2017637,San Marzano,San Marzano,Mesmo wine id Vivino 2017637 nas duas buscas
,1813170,984807,CONFIRMA,6826473|3274546|9397031|1839811|3883390|2320152|9059867,6826473,6826473,Fidora,Fidora,Mesmo wine id Vivino 6826473 nas duas buscas
,1813186,1112650,CONFIRMA,1122103,6769408|19923|1122103|7523248,1122103,Moët & Chandon,Moët & Chandon,Mesmo wine id Vivino 1122103 nas duas buscas
,1815189,1617807,CONFIRMA,12593142|12593101,12593142|9528389|12593132|6367133|12431345|10460985|10499712,12593142,Domaine du Gringet,Domaine du Gringet,Mesmo wine id Vivino 12593142 nas duas buscas
,1815695,627240,CONFIRMA,81849,3883774|81849,81849,Vieux Château Certan,Vieux Château Certan,Mesmo wine id Vivino 81849 nas duas buscas
,1819232,221259,INCONCLUSIVO,2174127,2974811|1690717|8790217,,Stella Rosa,Stella Rosa,Buscas retornam ids Vivino diferentes sem contradicao clara de produtor
,1824153,1196296,CONFIRMA,8160374,10189896|8160374|7300850|8020622|7551341|5874712|1449074|2950526|1259227,8160374,David Arthur,Institution,Mesmo wine id Vivino 8160374 nas duas buscas
,1826170,750320,CONFIRMA,5154591,5154591|1856004|4567234|1909150|5481671|1284289,5154591,Domaine Jamet,Domaine Jamet,Mesmo wine id Vivino 5154591 nas duas buscas
,1831722,755612,CONFIRMA,5217765|5798929,5217765|3943898|2139083|6656423,5217765,Partida Creus,Partida Creus,Mesmo wine id Vivino 5217765 nas duas buscas
,1833472,567664,CONFIRMA,3142523|4419777|1855295|1279814|10997799|1800800,3142523|54494|54484|1421445|1783090|8186111,3142523,Chateau Purcari,Chateau Purcari,Mesmo wine id Vivino 3142523 nas duas buscas
101,1841048,1640581,CONFIRMA,12849423|12849422|4317457|1119598|5312864|1860191|4564203|12849419|6657828|6713175,12849423|12849422|21725,12849423|12849422,Giant Steps,Giant Steps,Mesmo wine id Vivino 12849423 nas duas buscas
102,1851835,258759,CONFIRMA,1810737|1573014|1508612|3954708|1599377|3769193|3664921|6953786|4490927|2100836,1810737|1509887|5242630|1214568|5371034|3409824|73612|2001042|779755|3576439,1810737,Ribeiro Santo,Ribeiro Santo,Mesmo wine id Vivino 1810737 nas duas buscas
103,1853703,782683,CONFIRMA,5443236|7957960|2059731|7883018|11620687|2561955|1245997|5282720,5443236|2989834,5443236,Thibaud Boudignon,Thibaud Boudignon,Mesmo wine id Vivino 5443236 nas duas buscas
104,1858198,187577,CONFIRMA,1577413|1117061|3943420|1117062|1117054|1117055|4102569|7954936,1577413|3943420|1117061|1117062,1577413|1117061|3943420|1117062,Palliser Estate,Palliser Estate,Mesmo wine id Vivino 1577413 nas duas buscas
105,1859032,773594,CONFIRMA,5370717|2135687|5852589|5624899|1236752|1419263|5360576|5362375|5032736|5054532,5370717|5360576|2135687|1892900|1501813|1434819|5776698,5370717|2135687|5360576,Bodega Garzón,Bodega Garzón,Mesmo wine id Vivino 5370717 nas duas buscas
106,1861926,16674,CONFIRMA,76129|1427114|76137|1715702|76126|76132|76140|9423933|7477063|76147,76129|1427114,76129|1427114,Kumeu River,Kumeu River,Mesmo wine id Vivino 76129 nas duas buscas
107,1862602,9110,CONFIRMA,16639|16637|12371939|16640|6278561|1927918|2843428|5394274,16639|16637,16639|16637,Conterno Fantino,Conterno Fantino,Mesmo wine id Vivino 16639 nas duas buscas
108,1863520,1642261,CONFIRMA,12868804|5762242|3032282|2258344|9902428|6472591|5609029|12797992|8194056|13413431,12868804|1137499|2864650|89360|1362245|2630685|1789395|8173|8645516|1936892,12868804,Howard Vineyard,Howard Vineyard,Mesmo wine id Vivino 12868804 nas duas buscas
109,1865801,28402,CONFIRMA,100492|12756769|2457974|3122561|2387948,100492|12756769,100492|12756769,Nicolas Joly,Nicolas Joly,Mesmo wine id Vivino 100492 nas duas buscas
110,1870637,512231,CONFIRMA,2716528|1684223|2284844|2290310|4946307|1834720|9481735,2716528|1684223|4946307,2716528|1684223|4946307,Château Mouton Rothschild,Château Mouton Rothschild,Mesmo wine id Vivino 2716528 nas duas buscas
111,1908787,627240,CONFIRMA,81849|3883774|1601621,3883774|81849|1601621,81849|3883774|1601621,Vieux Château Certan,Vieux Château Certan,Mesmo wine id Vivino 81849 nas duas buscas
112,1928955,70884,CONFIRMA,1187019|17427|1204020|4117593|12798582|5433497|5419975,1187019|6167436|9899165|1614464|6297915|2031117|17427,1187019|17427,Bric Cenciurio,Bric Cenciurio,Mesmo wine id Vivino 1187019 nas duas buscas
113,1938026,1482307,CONFIRMA,10866839|9105070|2567351|1893175|1316006|2274986|1911700|1514544|1134018|1675424,10866839,10866839,Raza,Quinta da Raza,Mesmo wine id Vivino 10866839 nas duas buscas
114,1954915,1598877,CONFIRMA,12328082|7616657|13393771|12328088|13393775|2974811|2006166|9241364|11426201|11204290,12328082|7616657|13393771|12328088|13393775,12328082|7616657|13393771|12328088|13393775,Stella Rosa,Stella Rosa,Mesmo wine id Vivino 12328082 nas duas buscas
115,1956921,1050361,CONFIRMA,7194122|1175824|11064362|8158348|6603806|6495934|8270928|10571090|9829234|5645158,7194122|1175824|5916582|11064362,7194122|1175824|11064362,Stefano Amerighi,Stefano Amerighi,Mesmo wine id Vivino 7194122 nas duas buscas
116,1959611,15373,CONFIRMA,73590|73591|73589|5863191|6492694|7169648|2218684|6347827|7387048|10106071,73590,73590,Abadía Retuerta,Abadía Retuerta,Mesmo wine id Vivino 73590 nas duas buscas
117,1961109,2956,CONFIRMA,5466|5437|5433|2401524|1419322|5419|5435|5441|9629|5439,5466,5466,Alois Lageder,Alois Lageder,Mesmo wine id Vivino 5466 nas duas buscas
118,1986045,119024,CONFIRMA,1302112|73412|4544670|7072287|73413|4482262|1458882|10154|1190881|1165001,1302112|73412|4544670|7072287|3073053|1458882|10154|1190881|9091803|1486615,1302112|73412|4544670|7072287|1458882|10154|1190881,Villa Poggio Salvi,Villa Poggio Salvi,Mesmo wine id Vivino 1302112 nas duas buscas
119,1986839,805723,CONFIRMA,5645223|7008343|1100889|88470|88471|7856135|12841144|1560732,5645223|7008343|1212259|1100889|88470|88471,5645223|7008343|1100889|88470|88471,Bruno Rocca,Bruno Rocca,Mesmo wine id Vivino 5645223 nas duas buscas
120,1986872,208183,CONFIRMA,1647861|11781579|88473|8763824|88476,1647861|8763824,1647861|8763824,Bruno Rocca,Bruno Rocca,Mesmo wine id Vivino 1647861 nas duas buscas
121,1988453,35624,CONFIRMA,1123373|1362177|1123372|1123365,1123373,1123373,By Farr,By Farr,Mesmo wine id Vivino 1123373 nas duas buscas
122,1992484,1562643,CONFIRMA,11795347|12406713|11908203|11779092|12241389|2061970,11795347|12406713|11908203|11779092|12241389,11795347|12406713|11908203|11779092|12241389,Calcu,Calcu,Mesmo wine id Vivino 11795347 nas duas buscas
123,1992493,1569841,CONFIRMA,11908203|12406713|11795347|11779092|12241389,11908203|12406713|11795347|11779092|12241389,11908203|12406713|11795347|11779092|12241389,Calcu,Calcu,Mesmo wine id Vivino 11908203 nas duas buscas
124,1994613,64398,CONFIRMA,1174918|1144799|6501070|5717363|7883971|5599047|2731059|1146198,1174918|1144799|6501070|5717363|7883971|5599047|2731059,1174918|1144799|6501070|5717363|7883971|5599047|2731059,Camigliano,Camigliano,Mesmo wine id Vivino 1174918 nas duas buscas
125,2010309,913501,CONFIRMA,6449504,6449504,6449504,Cepa 21,Cepa 21,Mesmo wine id Vivino 6449504 nas duas buscas
126,2010746,322966,CONFIRMA,2017173|5263874|1588014|6863934|1243256|1760951|2022856|5263841|1139151|2897549,2017173,2017173,Cuatro Rayas,Cuatro Rayas,Mesmo wine id Vivino 2017173 nas duas buscas
127,2012216,341,CONFIRMA,649|654|9098420|12825548|4883783|11178687|650|1501578|1136754|9069595,649|654|9098420|12825548|4883783|2354261|1135072|7506787|11492673|10022546,649|654|9098420|12825548|4883783,Bonterra,Bonterra,Mesmo wine id Vivino 649 nas duas buscas
128,2019406,1356779,CONFIRMA,9669007|12696089|1877115|10034706|1735670|1188404|1179426|1301683|2262318|1247376,9669007|11372948,9669007,Bottega,Bottega,Mesmo wine id Vivino 9669007 nas duas buscas
129,2040985,82714,CONFIRMA,1207796|1099911|2280603|1168291|1099912|1166449,1207796,1207796,Henri Bonneau,Henri Bonneau,Mesmo wine id Vivino 1207796 nas duas buscas
130,2041101,80949,CONFIRMA,1204770|5511648|4090289|9311285,1204770|9311285|4195850|3777794,1204770|9311285,Henri Richard,Henri Richard,Mesmo wine id Vivino 1204770 nas duas buscas
131,2042087,1631189,CONFIRMA,1588587|2047715|12742517|2212904|1188603|1137566|1577462|12165627|9544858,12742517|5074373|1111932|9488262|8536237|2805658|9392369|5312323|3194048|5957815,12742517,Domaine Jaeger-Defaix,Defaix Frères,Mesmo wine id Vivino 12742517 nas duas buscas
132,2043033,1542703,CONFIRMA,11518071|11272137|11148410,11518071|6881272|10100732,11518071,Domaine Jeanne Germain,Domaine Jeanne Germain,Mesmo wine id Vivino 11518071 nas duas buscas
133,2043615,240801,CONFIRMA,1754055|1403270|1214948|6565097|9549868|1745763|2287859|7795859|10229949|3637024,1754055|6565097|9549868|10229949|7795859|1403270|1214948|1428431|82982|4481375,1754055|1403270|1214948|6565097|9549868|7795859|10229949,Domaine Jean Grivot,Domaine Jean Grivot,Mesmo wine id Vivino 1754055 nas duas buscas
134,2044295,1476325,CONFIRMA,10809130|2552361|1602502|24064|2807777,10809130|1202984|5707425|2090571|1198595|2987|8976786|2094217|1895972|13754517,10809130,Joseph Drouhin,Joseph Drouhin,Mesmo wine id Vivino 10809130 nas duas buscas
135,2045121,52458,CONFIRMA,1153657|2405720|97795|1147980|1614656|9662785,1153657|2405720,1153657|2405720,Domaine la Soumade,Domaine la Soumade,Mesmo wine id Vivino 1153657 nas duas buscas
136,2047414,1486831,CONFIRMA,10911559,10911559|1316756,10911559,Marx Coutelas & Fils,Marx Coutelas & Fils,Mesmo wine id Vivino 10911559 nas duas buscas
137,2047769,1403,CONFIRMA,2803|6245885|2802|2716633|2794|7775371|12789633|6573310|2800|2799,2803|6245885|2802|7775371|2692107|1155795|1132340|4175785|3555413|6027171,2803|6245885|2802|7775371,Louis Jadot - Domaine Gagey,Louis Jadot - Domaine Gagey,Mesmo wine id Vivino 2803 nas duas buscas
138,2047774,152535,CONFIRMA,2997|1457607|2716729|1270305|1373254|1135035|2717900|2688049|2518815|2999,1457607|2997|7162524|2518815|1973875|8274663|1924159|6669656|2173205|1262143,2997|1457607|2518815,Louis Jadot,Louis Jadot - Domaine Duc de Magenta,Mesmo wine id Vivino 2997 nas duas buscas
139,2048274,1416407,CONFIRMA,10212203|8612070|9247846|13191231|10360845|10738025|8440936|9964755|13029015|1435028,10212203|8440936|1435028,10212203|8440936|1435028,Laurent Fayolle,Fayolle Fils & Fille,Mesmo wine id Vivino 10212203 nas duas buscas
140,2048287,1390025,CONFIRMA,9964755|13029015|8612070|9247846|10212203|13191231|10360845|10738025|8554933|11102621,9964755|13029015|8554933|11102621,9964755|13029015|8554933|11102621,Laurent Fayolle,Laurent Fayolle,Mesmo wine id Vivino 9964755 nas duas buscas
141,2049813,1466852,CONFIRMA,10715634|1682546|2249336|6861235|1388887|7560471,10715634|2249336|1682546|6861235,10715634|1682546|2249336|6861235,Olivier Pithon,Olivier Pithon,Mesmo wine id Vivino 10715634 nas duas buscas
142,2051993,729577,CONFIRMA,1789673|1198443|11088141|6295385|8833888|6300579|2529782|4942818|2187180|2336693,4942818|1789673|1235890|1198443|7276|2531211|1133403|1314505|1210830|12536505,1789673|1198443|4942818,Philippe Livera (Domaine des Tilleuls),Philippe Livera (Domaine des Tilleuls),Mesmo wine id Vivino 1789673 nas duas buscas
143,2052306,1536095,CONFIRMA,11428234|9795112|9840161|9840181|9240187|11968616|12469074|13577779|12635318,11428234|2000782|5835151|7778054|7709570|13624958|10448015|13603684|1854606|7649395,11428234,Pierre Girardin,Pierre Girardin,Mesmo wine id Vivino 11428234 nas duas buscas
144,2052472,912145,CONFIRMA,1247438|2898017|6705919|1249989|4574501|1600918|3333188,6443640|10922852|5742144|6705919|1211295|3110928|1600918|4072403|5300721|9916619,6705919|1600918,Pierre Naigeon,Pierre Naigeon,Mesmo wine id Vivino 6705919 nas duas buscas
145,2055426,98741,CONFIRMA,89833|89835|1239924|2638553|89815|1501258|89819|2488077|8660913|1974140,1239924|2414881|1103296|1785472|6170342|1178463|87848|2406779|1689919|5853131,1239924,Rollin Père et Fils,Domaine Delarche,Mesmo wine id Vivino 1239924 nas duas buscas
